# generated, 2026-08-15T22:04:08+00:00
# source, camera:0
# radius_mm, 10.2446
# axial, True
# fps_measured, 120.3796171216232
frame,t_capture,t_host,x_mm,y_mm,z_mm,theta_deg,phi_deg,psi_deg,nx,ny,nz,vx_mm_s,vy_mm_s,vz_mm_s,ellipse_cx,ellipse_cy,major_px,minor_px,ellipse_deg,area_px,fit_rms_px,ambiguity_margin_deg,n_solutions,jump_deg,t_seg_ms,t_est_ms,t_total_ms
195,664712.854499,664712.854499,1.4620,3.6273,22.3840,49.3334,104.3671,10.2184,-0.188213,0.734792,-0.651657,8.5282,1.7441,20.9603,643.328,454.538,1382.224,794.147,10.218,519811.0,41.0632,103.685,2,1.760,5.3095,0.3840,5.6935
196,664712.860874,664712.860874,1.1400,3.6383,21.6908,51.7700,103.6413,10.3321,-0.185262,0.763374,-0.618820,4.3578,1.8534,2.0177,625.193,457.496,1438.883,768.615,10.332,519760.0,41.4783,109.134,2,2.500,5.5689,0.3751,5.9440
197,664712.869387,664712.869387,1.1587,3.5942,21.8770,51.2963,103.1592,9.8420,-0.177661,0.759898,-0.625294,1.7197,0.5876,-0.6733,623.277,453.331,1423.023,772.760,9.842,519140.0,41.5901,107.993,2,0.606,4.9366,0.3509,5.2875
198,664712.877310,664712.877310,1.1802,3.5886,21.9568,51.0092,102.9937,9.6361,-0.174759,0.757346,-0.629196,0.6042,-0.2543,1.0236,623.572,452.468,1416.195,775.605,9.636,519557.0,41.0667,107.383,2,0.315,4.9404,0.3725,5.3130
199,664712.884680,664712.884680,1.0843,3.5976,21.7722,51.1880,104.3931,11.0401,-0.193690,0.754750,-0.626767,-2.0624,-0.4285,-4.4127,622.359,454.095,1430.644,780.054,11.040,519536.0,40.3374,107.612,2,1.104,4.5518,0.3620,4.9138
200,664712.892626,664712.892626,1.0466,3.5798,21.6308,52.3113,105.0521,11.8022,-0.205510,0.764193,-0.611371,-3.8900,-0.8262,-10.1835,623.050,455.106,1445.166,764.560,11.802,519259.0,40.9324,109.801,2,1.237,4.9533,0.3800,5.3333
201,664712.901095,664712.901095,1.0855,3.6362,21.6834,51.3340,105.1165,11.6853,-0.203619,0.753784,-0.624779,-3.2580,0.3616,-8.0188,625.496,457.654,1438.239,779.749,11.685,519194.0,41.0446,107.986,2,0.979,4.9953,0.3790,5.3743
202,664712.909086,664712.909086,1.0252,3.5566,21.6990,52.1976,105.0499,11.8336,-0.205165,0.763028,-0.612941,-3.6987,-0.8604,-4.5444,620.743,453.255,1439.331,765.294,11.834,519164.0,44.1960,109.472,2,0.865,4.5654,0.3623,4.9277
203,664712.917179,664712.917179,1.0754,3.6068,21.7633,51.1790,104.7336,11.3561,-0.198147,0.753490,-0.626890,-2.1646,-0.2165,0.1769,622.788,455.012,1431.370,780.561,11.356,519132.0,42.5989,107.593,2,1.048,4.8128,0.3553,5.1681
204,664712.926424,664712.926424,1.0734,3.6061,21.7593,51.1997,104.6592,11.2952,-0.197225,0.753966,-0.626608,-0.9587,0.1482,1.9837,622.458,454.936,1431.708,780.193,11.295,519388.0,42.9436,107.647,2,0.062,5.4626,0.4252,5.8878
205,664712.934785,664712.934785,1.1040,3.5051,22.0796,50.4077,103.2044,9.9030,-0.176025,0.750225,-0.637321,0.4748,-1.9958,12.7947,617.333,445.790,1404.833,786.556,9.903,519327.0,43.1137,105.719,2,1.378,4.8195,0.4036,5.2230
206,664712.942120,664712.942120,1.0950,3.5023,22.0629,50.5434,103.2919,10.0096,-0.177517,0.751422,-0.635494,0.8554,-2.7136,13.3110,617.105,445.811,1406.446,784.790,10.010,519224.0,42.9126,105.980,2,0.152,4.4611,0.3550,4.8160
207,664712.950104,664712.950104,1.1064,3.5041,22.0837,50.4559,103.3246,10.0119,-0.177721,0.750376,-0.636672,1.1447,-2.5662,10.7842,617.827,445.880,1404.726,785.733,10.012,518516.0,42.9172,105.796,2,0.091,5.3844,0.3661,5.7505
208,664712.958105,664712.958105,1.0965,3.5000,22.0629,50.5192,103.0833,9.8184,-0.174719,0.751803,-0.635819,0.8764,-2.1362,6.2862,616.601,445.464,1406.317,785.065,9.818,518711.0,43.3141,105.948,2,0.197,4.6723,0.3640,5.0362
209,664712.965878,664712.965878,1.6378,2.9550,23.3121,47.9365,93.7037,0.2813,-0.047957,0.740852,-0.669954,12.2315,-13.2816,41.0833,618.097,404.389,1313.807,799.847,0.281,502746.0,19.9275,99.262,2,7.553,4.6204,0.3758,4.9962
210,664712.973255,664712.973255,1.0962,3.5019,22.0707,50.4639,103.0741,9.8057,-0.174460,0.751233,-0.636564,4.5256,-5.1969,8.4060,616.471,445.530,1405.570,785.711,9.806,518476.0,43.3875,105.846,2,7.525,4.9881,0.3740,5.3621
211,664712.980499,664712.980499,1.1133,3.5052,22.1056,50.2696,103.1125,9.7930,-0.174472,0.749008,-0.639176,0.3089,-0.2655,-5.6467,617.481,445.589,1402.528,788.131,9.793,518450.0,43.4683,105.443,2,0.197,4.6865,0.3514,5.0378
212,664712.988830,664712.988830,1.1160,3.5075,22.1100,50.2752,103.1751,9.8453,-0.175305,0.748878,-0.639101,-1.9754,2.5063,-10.4094,617.822,445.818,1402.264,787.862,9.845,518304.0,43.3462,105.456,2,0.048,4.4935,0.3417,4.8352
213,664712.996657,664712.996657,1.1127,3.5017,22.1009,50.3502,103.0369,9.7350,-0.173686,0.750113,-0.638094,-2.8596,3.3501,-10.0615,617.283,445.386,1403.089,786.836,9.735,517946.0,43.6049,105.605,2,0.130,4.7207,0.4249,5.1455
214,664713.004269,664713.004269,1.1697,3.5152,22.1454,50.5686,101.9300,8.6809,-0.159665,0.755703,-0.635154,-1.6278,3.5169,-6.0976,617.905,446.091,1400.471,779.051,8.681,518303.0,42.4648,106.284,2,0.881,5.0566,0.3691,5.4257
215,664713.013087,664713.013087,1.1120,3.5010,22.1000,50.3534,103.0099,9.7126,-0.173341,0.750229,-0.638051,-1.9368,2.6015,-4.0573,617.155,445.324,1403.155,786.795,9.713,518121.0,43.6780,105.613,2,0.860,4.9247,0.3572,5.2819
216,664713.028718,664713.028718,1.1269,3.5072,22.1273,50.1945,103.0243,9.6852,-0.173130,0.748460,-0.640183,-0.8208,1.0203,0.7214,618.009,445.612,1400.764,788.613,9.685,517847.0,43.7064,105.304,2,0.159,4.6525,0.3547,5.0073
217,664713.036436,664713.036436,1.0912,3.6080,21.8116,50.9358,104.3689,10.9830,-0.192684,0.752152,-0.630191,-1.2381,2.9093,-10.0279,622.372,454.501,1426.885,782.988,10.983,517796.0,43.8235,107.143,2,1.276,4.8183,0.3410,5.1593
218,664713.044935,664713.044935,1.1217,3.5872,21.9379,50.4695,103.9257,10.5003,-0.185621,0.748616,-0.636489,-0.4173,2.5840,-6.1808,622.032,452.120,1415.921,787.885,10.500,518004.0,42.8404,106.122,2,0.579,5.4854,0.3598,5.8453
219,664713.052421,664713.052421,1.3943,3.6530,22.1779,48.4062,102.5043,8.5411,-0.161924,0.730131,-0.663845,6.1488,3.4948,4.4717,634.816,453.670,1393.194,814.068,8.541,517618.0,45.4794,102.234,2,2.329,5.3295,0.3831,5.7125
220,664713.060977,664713.060977,1.0956,3.6077,21.8299,50.8172,104.2307,10.8415,-0.190549,0.751349,-0.631796,1.3779,2.2335,-3.9692,622.087,454.207,1425.101,784.446,10.841,517567.0,43.9384,106.913,2,2.746,5.3280,0.3595,5.6874
221,664713.068780,664713.068780,1.1353,3.5083,22.1585,50.0156,102.9011,9.5451,-0.171073,0.746877,-0.642579,-0.1944,-0.9159,4.4614,617.942,445.428,1397.966,790.638,9.545,517408.0,44.1633,104.955,2,1.301,4.5770,0.3742,4.9512
222,664713.077110,664713.077110,1.2979,3.4349,22.5054,47.6698,102.2009,8.3994,-0.156239,0.722578,-0.673402,2.6589,-3.9284,17.9384,623.810,437.928,1367.181,823.739,8.399,517847.0,45.5707,99.769,2,2.404,5.1597,0.3920,5.5518
223,664713.084923,664713.084923,1.7058,2.9414,23.3318,48.2306,92.4234,179.0421,-0.031537,0.745165,-0.666134,12.4377,-15.4292,44.3566,619.313,403.584,1313.302,793.103,179.042,502917.0,19.7075,99.995,2,7.278,5.0815,0.3956,5.4771
224,664713.092873,664713.092873,1.1293,3.5055,22.1470,49.9731,102.4048,9.1078,-0.164495,0.747866,-0.643147,2.6442,-6.2403,6.8073,616.159,444.821,1398.501,791.224,9.108,517065.0,42.6109,104.931,2,7.738,4.8210,0.3375,5.1585
225,664713.100815,664713.100815,1.4705,3.5463,22.7142,48.0340,104.0704,9.8159,-0.180765,0.721234,-0.668690,4.7025,0.2853,8.2879,639.345,447.729,1355.507,808.364,9.816,517681.0,45.4842,100.704,2,2.311,4.7475,0.4119,5.1593
226,664713.108555,664713.108555,1.1729,3.5170,22.1968,50.2731,101.3804,8.1606,-0.151760,0.753978,-0.639129,-1.4413,2.8373,-9.5514,616.030,445.572,1395.709,781.862,8.161,516987.0,43.7332,105.768,2,3.025,5.0542,0.3645,5.4187
227,664713.117081,664713.117081,1.1104,3.5099,22.1460,49.9929,102.6199,9.3347,-0.167349,0.747460,-0.642883,-5.7327,3.4680,-16.1471,615.420,445.298,1398.600,790.836,9.335,517146.0,44.7774,104.978,2,0.992,5.5596,0.3870,5.9466
228,664713.125749,664713.125749,1.1064,3.5140,22.1516,49.8489,102.4408,9.1676,-0.164664,0.746399,-0.644805,-6.8469,3.2004,-13.9785,614.524,445.299,1397.693,792.832,9.168,516814.0,45.1595,104.731,2,0.199,4.8398,0.3464,5.1862
229,664713.134249,664713.134249,1.1114,3.5137,22.1684,49.7620,102.4023,9.1171,-0.163952,0.745554,-0.645964,-5.9561,2.4514,-8.6229,614.616,445.171,1396.230,793.827,9.117,516395.0,45.3457,104.553,2,0.092,4.7340,0.3630,5.0970
230,664713.141995,664713.141995,1.1039,3.5110,22.1449,49.7919,101.9571,8.7347,-0.158224,0.747135,-0.645566,-4.6978,1.6297,-5.1977,612.985,444.685,1397.855,793.590,8.735,516604.0,43.5539,104.669,2,0.341,4.7858,0.3746,5.1604
231,664713.150708,664713.150708,1.1057,3.5122,22.1634,49.6975,101.9917,8.7546,-0.158453,0.745997,-0.646823,-3.1033,0.9229,-1.6456,613.033,444.711,1396.252,794.661,8.755,516506.0,43.6021,104.476,2,0.098,4.7552,0.7693,5.5245
232,664713.158435,664713.158435,1.8005,3.5637,23.1487,43.8377,101.3953,6.3084,-0.136845,0.678964,-0.721305,13.3378,1.5620,30.6620,648.550,445.862,1316.883,858.295,6.308,511434.0,47.7482,92.665,2,5.876,4.8988,0.3577,5.2565
233,664713.165740,664713.165740,1.2170,3.4182,22.4928,48.4370,100.0507,6.7343,-0.130581,0.736744,-0.663443,6.8085,-1.4529,17.2704,612.435,436.247,1369.220,807.830,6.734,511114.0,47.4448,101.650,2,4.700,4.7509,0.4997,5.2506
234,664713.173521,664713.173521,1.2069,3.4103,22.4430,48.6371,99.6587,6.4189,-0.125925,0.739899,-0.660827,2.1186,-2.9279,5.8214,611.062,435.564,1373.095,805.930,6.419,511162.0,45.0732,102.072,2,0.355,4.7365,0.3574,5.0940
235,664713.180423,664713.180423,1.1024,3.5181,22.2065,49.3107,101.7660,8.5244,-0.154620,0.742324,-0.651957,-2.6269,-1.0275,-7.3039,611.677,444.601,1391.922,799.605,8.524,515167.0,46.7774,103.745,2,1.726,4.8000,0.3573,5.1573
236,664713.189100,664713.189100,1.6190,3.2824,22.8833,46.6245,99.3190,5.1514,-0.117702,0.717275,-0.686777,6.4491,-4.8963,9.9859,634.559,426.092,1339.562,831.372,5.151,510444.0,43.3486,97.246,2,3.243,4.7146,0.3479,5.0625
237,664713.196871,664713.196871,1.1094,3.6500,21.9118,50.2664,101.5413,8.3805,-0.153862,0.753476,-0.639218,-1.1345,1.9378,-16.5169,614.258,454.798,1416.476,785.713,8.381,515303.0,45.5902,106.428,2,4.003,4.9022,0.3928,5.2950
238,664713.205037,664713.205037,1.2526,3.4162,22.4166,49.2743,98.3994,5.2820,-0.110700,0.749713,-0.652439,-1.6637,-0.0308,-6.5872,611.152,436.058,1376.638,793.549,5.282,510509.0,43.3336,103.586,2,2.596,4.5692,0.3848,4.9539
239,664713.212768,664713.212768,1.2441,3.4081,22.4005,49.3613,98.4678,5.3638,-0.111741,0.750559,-0.651287,-1.8283,-1.1645,-1.4042,610.893,435.566,1377.996,793.007,5.364,510328.0,45.4130,103.714,2,0.101,4.8669,0.3577,5.2245
240,664713.221260,664713.221260,1.2264,3.3981,22.3923,48.7131,99.1682,5.9476,-0.119726,0.741816,-0.659829,-1.9616,-1.7521,0.9493,611.470,434.400,1376.815,806.538,5.948,510228.0,47.5084,102.211,2,0.837,5.3695,0.4111,5.7806
241,664713.229862,664713.229862,1.2351,3.3921,22.3701,48.7752,98.8681,5.6680,-0.115949,0.743139,-0.659015,-1.4544,-1.8395,0.9133,611.424,433.844,1378.505,806.191,5.668,510000.0,44.9979,102.341,2,0.234,5.1090,0.3681,5.4772
242,664713.237384,664713.237384,1.2375,3.3940,22.3897,48.7256,99.1058,5.8723,-0.118940,0.742088,-0.659666,-0.9310,-1.5400,1.3031,612.106,434.088,1377.061,806.577,5.872,509785.0,47.3588,102.218,2,0.185,5.3722,0.5022,5.8744
243,664713.257574,664713.257574,1.5730,3.6141,22.8594,46.3890,100.4267,6.2342,-0.131035,0.712083,-0.689759,11.0756,6.9194,21.1669,634.484,449.242,1340.774,823.061,6.234,509842.0,48.6148,98.298,2,2.532,5.3224,0.4697,5.7921
244,664713.259012,664713.259012,1.1590,3.7521,22.0930,47.5110,101.3872,7.8822,-0.145593,0.722892,-0.675448,4.0342,10.9836,0.3671,614.976,459.067,1395.068,825.521,7.882,510238.0,53.2624,101.241,2,1.324,5.3042,0.4712,5.7754
245,664713.268002,664713.268002,1.1947,3.3475,22.2646,49.8346,98.5348,5.5349,-0.113413,0.755723,-0.644997,-0.7799,0.4816,-6.6885,608.711,431.441,1388.766,792.246,5.535,509873.0,47.7506,104.352,2,3.160,4.8618,0.3843,5.2461
246,664713.275417,664713.275417,1.6252,3.2559,22.7165,47.4585,98.3615,4.3682,-0.107142,0.728956,-0.676124,7.8771,-6.4967,8.0601,634.185,423.882,1352.694,823.455,4.368,509735.0,43.2584,98.921,2,2.380,4.7799,0.3517,5.1316
247,664713.283820,664713.283820,1.6223,3.2584,22.7081,47.5173,98.3476,4.3682,-0.107066,0.729669,-0.675367,10.1933,-8.3321,11.3191,634.039,424.067,1353.406,822.622,4.368,509828.0,43.1675,99.055,2,0.060,5.1300,0.3792,5.5091
248,664713.292973,664713.292973,1.8347,2.7609,22.0401,53.4563,90.5434,177.4520,-0.007619,0.803367,-0.595436,14.0554,-19.0482,-13.5710,635.433,391.554,1417.040,750.614,177.452,499914.0,12.0461,109.868,2,8.450,4.9907,0.3831,5.3739
249,664713.301748,664713.301748,1.7868,2.7624,22.0194,53.5298,90.9158,177.8740,-0.012853,0.804064,-0.594404,11.8428,-19.9679,-19.2559,633.184,391.708,1418.652,750.555,177.874,499743.0,11.6611,109.951,2,0.308,4.9120,0.4076,5.3196
250,664713.309232,664713.309232,1.7655,2.7740,21.9782,53.6859,90.9611,177.9651,-0.013516,0.805670,-0.592211,8.4751,-16.8537,-17.9623,632.163,392.658,1422.132,748.441,177.965,499787.0,12.1744,110.323,2,0.160,4.7223,0.3547,5.0770
251,664713.317462,664713.317462,1.7781,2.7602,21.9575,53.7698,90.8502,177.8451,-0.011970,0.806560,-0.591031,5.5483,-12.5624,-13.2605,632.991,391.679,1424.008,748.095,177.845,499900.0,12.1197,110.438,2,0.123,5.0475,0.3912,5.4387
252,664713.324999,664713.324999,1.7358,2.7729,21.9408,53.9095,90.9967,178.0644,-0.014057,0.807966,-0.589062,2.3427,-8.2061,-8.7505,630.471,392.830,1425.507,745.498,178.064,500125.0,12.5752,110.770,2,0.183,4.8445,0.3752,5.2197
253,664713.333615,664713.333615,1.7195,2.7724,21.9184,54.0095,91.1593,178.2460,-0.016370,0.808949,-0.587651,-0.1339,-4.3848,-5.0398,629.969,392.883,1427.473,744.628,178.246,500226.0,11.9245,110.944,2,0.165,4.5363,0.3583,4.8946
254,664713.340995,664713.340995,1.7256,2.7699,21.8738,54.1544,90.7317,177.8554,-0.010352,0.810532,-0.585603,-1.1472,-1.9472,-3.8595,629.596,392.734,1431.264,742.797,177.855,500158.0,13.1974,111.294,2,0.375,4.5782,0.6527,5.2308
255,664713.349762,664713.349762,1.7312,2.7690,21.8585,54.2128,90.6645,177.7890,-0.009408,0.811140,-0.584776,-1.3322,-0.3056,-2.7220,629.971,392.700,1432.629,742.107,177.789,500200.0,13.0030,111.421,2,0.080,5.4785,0.3981,5.8765
256,664713.356901,664713.356901,1.7658,2.7582,21.7801,54.5335,90.3416,177.4593,-0.004856,0.814440,-0.580227,-0.4807,0.2710,-4.1736,632.443,392.139,1439.812,738.455,177.459,500402.0,11.4952,112.084,2,0.414,4.5927,0.3605,4.9532
257,664713.365541,664713.365541,1.7107,2.7664,21.8089,54.4327,90.9298,178.0790,-0.013200,0.813326,-0.581658,-1.1542,0.7076,-2.6626,629.748,392.724,1437.109,740.063,178.079,500588.0,12.1823,111.815,2,0.489,4.6057,0.7082,5.3138
258,664713.373216,664713.373216,1.6967,2.7735,21.8142,54.4159,91.0679,178.2287,-0.015158,0.813121,-0.581897,-1.5887,0.9509,-1.2431,629.050,393.252,1436.608,740.060,178.229,500492.0,12.4391,111.796,2,0.114,6.1376,0.4314,6.5690
259,664713.382582,664713.382582,1.6629,2.7695,21.7237,54.7535,90.8803,178.1330,-0.012547,0.816581,-0.577095,-2.2519,0.7841,-3.3349,626.839,393.193,1444.487,736.452,178.133,500499.0,11.9855,112.490,2,0.371,4.8630,0.5357,5.3987
260,664713.388673,664713.388673,1.7068,2.7725,21.7408,54.6460,90.9709,178.1381,-0.013820,0.815476,-0.578626,-1.3413,0.6783,-2.8789,630.254,393.281,1443.081,737.940,178.138,500540.0,11.9404,112.277,2,0.130,4.7916,0.6223,5.4139
261,664713.396673,664713.396673,1.7159,2.7617,21.7287,54.6863,90.5701,177.7571,-0.008119,0.815959,-0.578052,-0.4253,0.2736,-2.3135,629.856,392.464,1444.093,737.511,177.757,500591.0,13.0326,112.363,2,0.329,4.5337,0.3946,4.9283
262,664713.406034,664713.406034,1.6929,2.7662,21.6645,55.0416,90.6071,177.8574,-0.008684,0.819523,-0.572981,-0.3598,0.0977,-3.5263,628.939,393.274,1450.164,732.322,177.857,500676.0,11.4213,113.125,2,0.357,4.6637,0.3608,5.0245
263,664713.414139,664713.414139,1.7216,2.7601,21.6971,54.8070,90.5522,177.7396,-0.007875,0.817177,-0.576332,0.3787,-0.1377,-1.9143,630.565,392.443,1446.986,736.231,177.740,500720.0,12.8211,112.608,2,0.239,4.6714,0.3653,5.0367
264,664713.421238,664713.421238,1.7749,2.7520,21.6585,55.0302,90.2262,177.3742,-0.003235,0.819448,-0.573144,1.7928,-0.3971,-2.1117,634.100,392.120,1450.963,732.789,177.374,500754.0,11.9819,113.100,2,0.348,4.7305,0.3679,5.0984
265,664713.429776,664713.429776,1.6879,2.7562,21.6031,55.1436,90.4657,177.7349,-0.006670,0.820560,-0.571521,0.2884,-0.3674,-3.4412,628.690,392.396,1455.305,732.866,177.735,500689.0,12.3765,113.284,2,0.227,4.4105,0.3537,4.7642
266,664713.438088,664713.438088,1.7065,2.7624,21.6142,55.2039,90.2650,177.5327,-0.003798,0.821179,-0.570658,-0.0975,-0.1486,-2.6481,629.447,393.076,1454.659,730.419,177.533,500712.0,11.7592,113.494,2,0.175,4.5935,0.4036,4.9971
267,664713.446076,664713.446076,1.7045,2.7630,21.6215,55.0635,90.5458,177.7785,-0.007809,0.819750,-0.572668,-0.3110,-0.0026,-1.3990,630.009,392.835,1453.698,733.555,177.779,501012.0,12.5590,113.149,2,0.270,4.5546,0.3734,4.9280
268,664713.453622,664713.453622,1.7378,2.7479,21.5862,55.1313,90.4785,177.6615,-0.006852,0.820436,-0.571698,0.3499,-0.2556,-1.7069,632.702,391.631,1456.912,734.172,177.662,501010.0,12.0653,113.213,2,0.087,4.6594,0.3514,5.0108
269,664713.460938,664713.460938,1.7403,2.7605,21.7036,54.7693,90.6278,177.7760,-0.008950,0.816787,-0.576870,0.6755,-0.0784,2.2646,632.146,392.421,1446.482,736.837,177.776,500837.0,13.4800,112.524,2,0.382,4.8056,0.3582,5.1639
270,664713.469338,664713.469338,1.7247,2.7383,21.5509,55.2795,90.3464,177.5689,-0.004970,0.821925,-0.569574,0.3883,-0.4510,-1.6075,631.675,391.038,1460.112,732.752,177.569,500757.0,11.7662,113.483,2,0.560,4.5835,0.3315,4.9151
271,664713.485092,664713.485092,1.7240,2.7627,21.5880,55.3374,90.1649,177.4247,-0.002368,0.822512,-0.568743,-0.0023,0.2174,-0.9662,630.781,393.281,1457.251,728.328,177.425,500895.0,11.9642,113.799,2,0.160,4.5238,0.3875,4.9113
272,664713.492525,664713.492525,1.6064,2.7728,21.5780,55.3635,90.8678,178.2545,-0.012462,0.822680,-0.568368,-3.0622,0.6228,-0.9457,623.975,394.080,1457.675,728.960,178.255,501190.0,11.8572,113.768,2,0.579,4.4054,0.3291,4.7345
273,664713.500640,664713.500640,1.6997,2.7549,21.5906,55.2039,90.4772,177.7310,-0.006839,0.821159,-0.570658,-1.5125,0.2446,-0.2292,629.771,392.374,1456.568,732.126,177.731,500888.0,12.7064,113.404,2,0.359,4.4930,0.3380,4.8309
274,664713.508352,664713.508352,1.6430,2.7806,21.6639,55.0563,91.0789,178.3728,-0.015435,0.819570,-0.572772,-1.8556,0.6180,2.5236,626.565,394.431,1450.106,732.044,178.373,501027.0,12.9827,113.154,2,0.515,4.9810,0.3871,5.3681
275,664713.517250,664713.517250,1.7017,2.7446,21.5167,55.4642,90.4949,177.7575,-0.007116,0.823741,-0.566922,-0.2961,-0.1517,-2.1468,630.752,391.790,1463.369,730.022,177.758,501044.0,12.3244,113.879,2,0.630,4.8895,0.4704,5.3599
276,664713.524953,664713.524953,1.6922,2.7501,21.5118,55.4953,90.3820,177.6739,-0.005495,0.824061,-0.566474,0.2458,-0.3514,-3.4635,629.723,392.262,1463.781,729.043,177.674,501219.0,12.7630,113.993,2,0.098,4.8775,0.4554,5.3329
277,664713.533196,664713.533196,1.7093,2.7532,21.4968,55.6135,90.2322,177.5220,-0.003345,0.825240,-0.564772,0.8447,-0.3174,-3.5460,630.781,392.711,1465.432,726.582,177.522,501402.0,12.1810,114.294,2,0.171,4.8802,0.3628,5.2430
278,664713.541131,664713.541131,1.6775,2.7439,21.4411,55.7641,90.3913,177.7213,-0.005646,0.826709,-0.562601,0.2951,-0.4489,-4.4912,629.364,392.051,1470.326,726.362,177.721,501422.0,12.7421,114.511,2,0.200,4.5280,0.4295,4.9574
279,664713.549421,664713.549421,1.6734,2.7455,21.4321,55.8032,90.3589,177.7014,-0.005181,0.827096,-0.562037,-0.1241,-0.3981,-3.9324,629.040,392.221,1471.156,725.717,177.701,501641.0,12.8203,114.606,2,0.047,4.4309,0.4174,4.8483
280,664713.557374,664713.557374,1.6780,2.7427,21.4278,55.7992,90.3332,177.6688,-0.004809,0.827059,-0.562095,-0.2052,-0.3643,-2.8195,629.354,391.970,1471.516,726.082,177.669,501539.0,12.8424,114.584,2,0.022,4.6604,0.4104,5.0708
281,664713.565084,664713.565084,1.6862,2.7444,21.4532,55.7091,90.4044,177.7159,-0.005831,0.826167,-0.563395,-0.0357,-0.2520,-0.8411,629.942,392.016,1469.216,727.068,177.716,501699.0,12.7927,114.398,2,0.108,4.5454,0.3546,4.9000
282,664713.572779,664713.572779,1.6830,2.7453,21.4497,55.7359,90.3715,177.6935,-0.005359,0.826434,-0.563008,-0.0136,-0.1358,0.0679,629.636,392.133,1469.559,726.517,177.694,501533.0,12.7357,114.465,2,0.038,4.7122,0.3626,5.0749
283,664713.580910,664713.580910,1.6923,2.7459,21.4680,55.6430,90.4081,177.7055,-0.005880,0.825517,-0.564347,0.2024,-0.0386,1.0355,630.268,392.052,1467.830,727.830,177.705,501497.0,12.7578,114.270,2,0.098,4.3802,0.3528,4.7330
284,664713.588740,664713.588740,1.6868,2.7464,21.4678,55.6604,90.3588,177.6709,-0.005170,0.825692,-0.564097,0.1568,0.0269,1.1574,629.698,392.133,1467.850,727.361,177.671,501569.0,12.9663,114.317,2,0.044,5.0323,0.3702,5.4026
285,664713.596732,664713.596732,1.7252,2.7551,21.5884,55.2147,90.5896,177.7945,-0.008451,0.821252,-0.570503,0.9362,0.2427,4.8459,632.100,392.400,1456.961,732.101,177.795,501531.0,13.4120,113.417,2,0.484,4.3628,0.3892,4.7520
286,664713.604987,664713.604987,1.7277,2.7585,21.6281,55.0746,90.6461,177.8339,-0.009245,0.819846,-0.572509,1.2170,0.3828,6.3679,632.049,392.555,1453.372,733.451,177.834,501375.0,13.4105,113.139,2,0.148,4.4346,0.3924,4.8270
287,664713.613178,664713.613178,1.7260,2.7414,21.5364,55.3706,90.4351,177.6566,-0.006249,0.822821,-0.568266,1.1007,0.0069,2.1979,632.226,391.418,1461.605,731.315,177.657,501546.0,12.3156,113.680,2,0.343,4.8354,0.3570,5.1924
288,664713.621176,664713.621176,1.6759,2.7534,21.5573,55.3468,90.4326,177.7374,-0.006211,0.822585,-0.568608,-0.2436,0.0858,0.6650,628.156,392.413,1459.549,730.417,177.737,501159.0,12.4043,113.694,2,0.024,4.4680,0.3575,4.8255
289,664713.629520,664713.629520,1.7162,2.7554,21.6523,54.9793,90.4815,177.6941,-0.006883,0.818916,-0.573873,0.0182,0.1537,3.0153,630.405,392.229,1451.030,734.479,177.694,501011.0,12.9056,112.947,2,0.370,4.4618,0.3337,4.7955
290,664713.637028,664713.637028,1.7506,2.7628,21.7878,54.4799,90.6662,177.7761,-0.009463,0.813857,-0.580988,0.8791,0.3186,7.5486,632.176,392.420,1439.048,739.583,177.776,501174.0,13.5743,111.940,2,0.522,4.6229,0.3549,4.9778
291,664713.646563,664713.646563,1.6811,2.7736,21.7728,54.6103,90.9814,178.1895,-0.013964,0.815112,-0.579135,-0.4469,0.5866,6.5861,628.052,393.462,1440.324,737.471,178.189,501143.0,12.6906,112.211,2,0.288,5.3352,0.3517,5.6870
292,664713.656544,664713.656544,1.7693,2.7688,21.8251,54.4356,90.2873,177.4042,-0.004079,0.813452,-0.581618,1.1371,0.4607,5.7341,632.115,392.976,1436.009,738.074,177.404,501058.0,12.7373,111.961,2,0.592,5.7298,0.5661,6.2959
293,664713.660499,664713.660499,1.7129,2.7701,21.8331,54.3302,90.6283,177.7947,-0.008909,0.812342,-0.583113,0.5150,0.4071,5.0793,628.755,392.901,1434.846,740.564,177.795,500631.0,12.8072,111.673,2,0.297,4.9388,0.3847,5.3235
294,664713.668894,664713.668894,1.7380,2.7721,21.9447,53.9012,91.0115,178.0737,-0.014264,0.807877,-0.589179,0.5779,0.3433,6.9543,630.644,392.775,1425.199,745.583,178.074,500743.0,12.6649,110.748,2,0.530,4.9844,0.3553,5.3397
295,664713.675190,664713.675190,1.7550,2.7727,22.0163,53.6178,91.0080,178.0225,-0.014163,0.804953,-0.593169,0.8822,0.2786,8.5529,631.167,392.632,1419.004,748.546,178.022,500439.0,12.9162,110.174,2,0.283,5.0388,0.4272,5.4660
296,664713.683131,664713.683131,1.8302,2.7539,22.0661,53.2943,90.7074,177.5909,-0.009898,0.801655,-0.597705,2.4942,-0.2017,8.7467,635.280,390.868,1414.621,753.537,177.591,500465.0,12.5828,109.463,2,0.404,5.3285,0.3788,5.7073
297,664713.691045,664713.691045,1.7848,2.7786,22.1366,53.0872,90.7701,177.7191,-0.010747,0.799478,-0.600600,1.9458,0.1101,8.8718,631.416,392.697,1408.506,753.837,177.719,500272.0,13.4092,109.163,2,0.213,4.6304,0.4945,5.1249
