design,freq_hz,n,t_s,delta_med,delta_q25,delta_q75,env_med,env_q25,env_q75
design A,80.0,5,15.16,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.18,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.2,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.22,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.24,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.26,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.28,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.3,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.32,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.34,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.36,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.38,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.4,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.42,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.44,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.46,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.48,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.5,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.52,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.54,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.56,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.58,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.6,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.62,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.64,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.66,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.68,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.7,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.72,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.74,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.76,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.78,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.8,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.82,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.84,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.86,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.88,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.9,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.92,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.94,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.96,nan,nan,nan,nan,nan,nan
design A,80.0,5,15.98,nan,nan,nan,nan,nan,nan
design A,90.0,5,-1.0,13.6973,13.5437,13.7429,1.1279,1.1173,1.212
design A,90.0,5,-0.98,13.6912,13.5588,13.763,1.1413,1.1111,1.1887
design A,90.0,5,-0.96,13.699,13.5611,13.7366,1.1788,1.0957,1.1849
design A,90.0,5,-0.94,13.7121,13.5672,13.7223,1.1508,1.0743,1.2047
design A,90.0,5,-0.92,13.6728,13.5731,13.6889,1.1369,1.0887,1.1697
design A,90.0,5,-0.9,13.6673,13.5888,13.7108,1.1417,1.0561,1.1652
design A,90.0,5,-0.88,13.6553,13.6013,13.7217,1.1962,1.0327,1.2037
design A,90.0,5,-0.86,13.6304,13.5871,13.7322,1.1661,1.0308,1.1769
design A,90.0,5,-0.84,13.6037,13.5695,13.7692,1.1416,1.0219,1.151
design A,90.0,5,-0.82,13.5792,13.541,13.7715,1.1636,1.0499,1.1662
design A,90.0,5,-0.8,13.5818,13.5274,13.7923,1.1404,1.0575,1.2031
design A,90.0,5,-0.78,13.5692,13.5165,13.8284,1.1283,1.1003,1.1911
design A,90.0,5,-0.76,13.6053,13.5163,13.8264,1.109,1.1006,1.1832
design A,90.0,5,-0.74,13.6329,13.4922,13.8538,1.1385,1.0949,1.1615
design A,90.0,5,-0.72,13.6509,13.4832,13.832,1.138,1.1018,1.1537
design A,90.0,5,-0.7,13.6699,13.4692,13.7988,1.1397,1.0773,1.1726
design A,90.0,5,-0.68,13.643,13.4832,13.8217,1.1475,1.0922,1.1617
design A,90.0,5,-0.66,13.64,13.4686,13.8401,1.1034,1.0903,1.1287
design A,90.0,5,-0.64,13.6683,13.4729,13.8543,1.089,1.0812,1.0978
design A,90.0,5,-0.62,13.6567,13.4812,13.8473,1.1006,1.1004,1.1083
design A,90.0,5,-0.6,13.6862,13.4706,13.8267,1.0999,1.0913,1.1067
design A,90.0,5,-0.58,13.6972,13.4793,13.838,1.1046,1.0889,1.1181
design A,90.0,5,-0.56,13.7175,13.4918,13.7812,1.0738,1.0702,1.1159
design A,90.0,5,-0.54,13.7272,13.4972,13.7424,1.0968,1.0963,1.0972
design A,90.0,5,-0.52,13.7347,13.4942,13.7811,1.0944,1.0824,1.0959
design A,90.0,5,-0.5,13.7175,13.52,13.7905,1.0918,1.075,1.094
design A,90.0,5,-0.48,13.7484,13.5297,13.7743,1.1206,1.0798,1.1319
design A,90.0,5,-0.46,13.749,13.5459,13.7713,1.1107,1.1038,1.1215
design A,90.0,5,-0.44,13.7362,13.561,13.768,1.1378,1.0977,1.1581
design A,90.0,5,-0.42,13.739,13.5498,13.7962,1.1252,1.0752,1.2351
design A,90.0,5,-0.4,13.7235,13.5139,13.795,1.1014,1.0499,1.2091
design A,90.0,5,-0.38,13.7344,13.5069,13.7593,1.12,1.0537,1.2397
design A,90.0,5,-0.36,13.7125,13.4661,13.7451,1.129,1.0475,1.2189
design A,90.0,5,-0.34,13.7202,13.4857,13.7266,1.1122,1.0432,1.1843
design A,90.0,5,-0.32,13.6088,13.4655,13.7203,1.1172,1.0425,1.2151
design A,90.0,5,-0.3,13.4652,13.4603,13.6983,1.1373,1.0111,1.2047
design A,90.0,5,-0.28,13.4625,13.3852,13.7114,1.1192,1.0095,1.2251
design A,90.0,5,-0.26,13.4774,13.2786,13.6764,1.1285,0.9861,1.2155
design A,90.0,5,-0.24,13.5072,13.2041,13.6349,1.1028,0.9754,1.2196
design A,90.0,5,-0.22,13.5448,13.1976,13.6146,1.0881,1.0004,1.21
design A,90.0,5,-0.2,13.5579,13.1997,13.5666,1.147,1.0973,1.2137
design A,90.0,5,-0.18,13.5501,13.2018,13.5795,1.2602,1.2389,1.2777
design A,90.0,5,-0.16,13.5326,13.1672,13.5956,1.4523,1.4391,1.5589
design A,90.0,5,-0.14,13.4848,13.1403,13.6218,1.858,1.8441,1.9066
design A,90.0,5,-0.12,13.4835,13.0839,13.6437,2.3612,2.2824,2.4816
design A,90.0,5,-0.1,13.4188,12.9916,13.615,2.7327,2.5546,2.7639
design A,90.0,5,-0.08,13.2699,12.805,13.444,3.0035,2.7078,3.0614
design A,90.0,5,-0.06,12.9303,12.4154,13.0937,3.3145,3.0312,3.3993
design A,90.0,5,-0.04,12.5499,12.0279,12.5568,3.6475,3.4365,3.7876
design A,90.0,5,-0.02,11.9389,11.3953,12.1549,4.122,3.8168,4.1829
design A,90.0,5,0.0,11.2137,10.665,11.3961,4.4785,4.1708,4.6118
design A,90.0,5,0.02,10.0887,10.0661,10.3952,4.9609,4.4136,5.1721
design A,90.0,5,0.04,8.9484,8.7111,9.5945,5.4275,4.868,5.7989
design A,90.0,5,0.06,7.8762,7.3633,8.0298,6.0555,5.281,6.3814
design A,90.0,5,0.08,6.8532,6.0542,6.9918,6.451,5.6564,6.7604
design A,90.0,5,0.1,5.9841,5.0295,6.1337,6.7418,5.8564,6.7966
design A,90.0,5,0.12,5.2733,4.1671,5.404,6.5064,5.9978,6.8679
design A,90.0,5,0.14,4.8406,3.4569,4.8666,6.1283,6.0396,6.9099
design A,90.0,5,0.16,4.3071,3.1488,4.5693,6.1279,5.874,6.9605
design A,90.0,5,0.18,3.9768,3.2701,4.144,6.1732,5.8984,7.0485
design A,90.0,5,0.2,3.6444,3.4198,3.6892,6.2625,6.0177,7.1181
design A,90.0,5,0.22,3.3623,3.2625,3.4703,6.3755,6.0883,7.1248
design A,90.0,5,0.24,3.2385,2.8991,3.2802,6.3557,6.1061,7.0546
design A,90.0,5,0.26,3.0427,2.6415,3.089,6.2481,6.0406,6.9758
design A,90.0,5,0.28,2.8348,2.0672,2.9618,6.175,5.9558,6.9003
design A,90.0,5,0.3,2.6615,1.6971,2.7748,6.0837,5.8592,6.7079
design A,90.0,5,0.32,2.5872,1.9218,2.6352,6.0339,5.8118,6.4796
design A,90.0,5,0.34,2.431,2.4287,2.8281,5.9984,5.6537,6.2078
design A,90.0,5,0.36,2.7398,2.4831,3.2465,5.8111,5.4672,5.9401
design A,90.0,5,0.38,2.9206,2.7346,3.1405,5.6344,5.3855,5.8317
design A,90.0,5,0.4,2.9344,2.89,2.972,5.4985,5.3985,5.7958
design A,90.0,5,0.42,2.8979,2.6681,2.9847,5.4409,5.4036,5.7675
design A,90.0,5,0.44,2.7858,2.7139,3.0986,5.4648,5.4289,5.6514
design A,90.0,5,0.46,2.762,2.7068,3.3266,5.4242,5.3481,5.5788
design A,90.0,5,0.48,2.8095,2.772,3.5192,5.3386,5.2432,5.4904
design A,90.0,5,0.5,2.9998,2.8709,3.3503,5.2503,5.1286,5.4607
design A,90.0,5,0.52,3.2326,2.9308,3.2941,5.204,5.0779,5.4359
design A,90.0,5,0.54,3.1319,2.9395,3.4386,5.1925,5.0948,5.3831
design A,90.0,5,0.56,2.972,2.9216,3.6657,5.2336,5.0928,5.2372
design A,90.0,5,0.58,2.9457,2.7639,3.8041,5.0837,5.0469,5.198
design A,90.0,5,0.6,2.7595,2.7462,3.9974,4.9847,4.9344,5.0928
design A,90.0,5,0.62,2.8749,2.501,3.8546,4.8949,4.8809,4.9229
design A,90.0,5,0.64,2.9869,2.4589,3.5053,4.8234,4.6968,4.88
design A,90.0,5,0.66,2.8561,2.2605,3.0838,4.7103,4.5808,4.8248
design A,90.0,5,0.68,2.1127,2.0956,3.0339,4.6101,4.3971,4.7922
design A,90.0,5,0.7,1.7147,1.4443,2.9829,4.5217,4.3046,4.7762
design A,90.0,5,0.72,1.3139,0.6868,2.8239,4.4475,4.2579,4.6617
design A,90.0,5,0.74,0.9502,0.8602,2.6136,4.412,4.1605,4.573
design A,90.0,5,0.76,1.2805,1.0296,2.3812,4.4356,4.0742,4.4511
design A,90.0,5,0.78,1.5901,1.584,2.0888,4.3326,3.9592,4.4214
design A,90.0,5,0.8,1.9254,1.8222,2.1044,4.3527,3.842,4.3612
design A,90.0,5,0.82,1.9505,1.7487,2.167,4.2533,3.8406,4.2891
design A,90.0,5,0.84,1.9577,1.3969,2.2968,4.1234,3.8756,4.2335
design A,90.0,5,0.86,1.867,1.7867,2.2779,3.9584,3.809,4.202
design A,90.0,5,0.88,2.1662,1.7265,2.2218,3.927,3.7494,4.168
design A,90.0,5,0.9,1.9584,1.615,2.451,3.9154,3.6896,4.1125
design A,90.0,5,0.92,1.639,1.5657,2.6108,3.9095,3.6743,4.0906
design A,90.0,5,0.94,1.5447,1.3917,2.6425,3.8891,3.6643,4.0366
design A,90.0,5,0.96,1.5929,1.4463,2.6097,3.8626,3.6466,3.9917
design A,90.0,5,0.98,1.5972,1.4568,2.5619,3.8373,3.5901,3.9956
design A,90.0,5,1.0,1.6162,1.4402,2.3791,3.7716,3.5797,3.9873
design A,90.0,5,1.02,1.6023,1.3692,2.2372,3.6708,3.5531,3.9895
design A,90.0,5,1.04,1.6139,1.1927,2.0766,3.6229,3.5055,4.0574
design A,90.0,5,1.06,1.6874,1.2882,1.9992,3.6037,3.4494,4.0527
design A,90.0,5,1.08,1.7326,1.6621,1.7842,3.5684,3.3038,4.1074
design A,90.0,5,1.1,1.8744,1.637,2.0181,3.5561,3.2386,4.062
design A,90.0,5,1.12,1.9908,1.5063,2.2828,3.5119,3.1783,4.0038
design A,90.0,5,1.14,2.0565,1.2879,2.5344,3.4836,3.1839,4.0163
design A,90.0,5,1.16,2.0178,1.09,2.6835,3.4268,3.1538,3.9882
design A,90.0,5,1.18,1.877,1.0036,2.7716,3.3966,3.1679,3.9302
design A,90.0,5,1.2,1.7177,1.2897,2.6951,3.3553,3.1566,3.9064
design A,90.0,5,1.22,1.5601,1.5203,2.5746,3.3172,3.1358,3.8571
design A,90.0,5,1.24,1.8303,1.2884,2.4498,3.2959,3.1245,3.8266
design A,90.0,5,1.26,2.0219,1.0077,2.2904,3.2725,3.0538,3.7381
design A,90.0,5,1.28,2.0451,1.383,2.162,3.3078,3.0363,3.6915
design A,90.0,5,1.3,1.7501,1.6936,2.2321,3.2388,3.0196,3.6356
design A,90.0,5,1.32,1.919,1.5482,2.2498,3.2173,3.0625,3.5668
design A,90.0,5,1.34,2.0458,1.3344,2.2081,3.2116,3.0761,3.4354
design A,90.0,5,1.36,2.1085,1.273,2.1576,3.2149,3.0727,3.2454
design A,90.0,5,1.38,2.0129,1.4639,2.2131,3.2147,3.0588,3.2869
design A,90.0,5,1.4,1.864,1.5506,2.0722,3.2183,3.0139,3.258
design A,90.0,5,1.42,1.7137,1.5135,1.9696,3.173,2.9471,3.1909
design A,90.0,5,1.44,1.4353,1.4331,1.9027,3.1314,2.8675,3.1862
design A,90.0,5,1.46,1.5503,1.2436,1.8934,3.0932,2.8081,3.142
design A,90.0,5,1.48,1.5526,1.0159,1.9104,3.0359,2.7516,3.0464
design A,90.0,5,1.5,1.5571,1.1945,1.7602,3.0228,2.7009,3.0415
design A,90.0,5,1.52,1.5216,1.4266,1.5393,2.9695,2.6709,2.9748
design A,90.0,5,1.54,1.4907,1.2123,1.6716,2.9064,2.5965,2.9362
design A,90.0,5,1.56,1.5352,0.8915,1.8364,2.8614,2.5539,2.8688
design A,90.0,5,1.58,1.5244,0.6653,1.7637,2.8394,2.5253,2.8612
design A,90.0,5,1.6,1.3728,0.4296,1.7756,2.7942,2.4607,2.834
design A,90.0,5,1.62,1.2866,0.4329,1.7113,2.7821,2.423,2.8531
design A,90.0,5,1.64,1.2303,0.4999,1.6741,2.7893,2.3864,2.8034
design A,90.0,5,1.66,1.2028,0.6315,1.7598,2.7339,2.3539,2.8063
design A,90.0,5,1.68,1.1886,0.7976,1.8203,2.6957,2.3354,2.7581
design A,90.0,5,1.7,1.1573,0.8412,1.913,2.676,2.3294,2.7167
design A,90.0,5,1.72,1.1318,1.0256,1.9924,2.5846,2.3225,2.6752
design A,90.0,5,1.74,1.1971,1.0641,1.9121,2.5788,2.2908,2.6823
design A,90.0,5,1.76,1.3383,0.984,1.6324,2.5179,2.3002,2.6773
design A,90.0,5,1.78,1.3542,0.9397,1.4469,2.453,2.2226,2.7183
design A,90.0,5,1.8,1.0102,0.9225,1.5331,2.4241,2.1943,2.8029
design A,90.0,5,1.82,0.8846,0.6806,1.6535,2.397,2.1458,2.8516
design A,90.0,5,1.84,1.0093,0.5461,1.7108,2.3286,2.1064,2.7483
design A,90.0,5,1.86,1.0121,0.5895,1.7069,2.286,2.0904,2.6955
design A,90.0,5,1.88,1.0302,0.7857,1.7159,2.233,2.0678,2.5742
design A,90.0,5,1.9,1.0883,1.0266,1.6834,2.1798,2.0393,2.5305
design A,90.0,5,1.92,1.1886,1.1271,1.634,2.127,2.0113,2.5301
design A,90.0,5,1.94,1.2346,1.1495,1.5505,2.1414,2.0208,2.5301
design A,90.0,5,1.96,1.2652,1.1783,1.4786,2.0664,2.0023,2.4972
design A,90.0,5,1.98,1.2322,1.207,1.3796,2.0784,1.9877,2.4809
design A,90.0,5,2.0,1.2657,1.1526,1.2749,2.0312,1.9755,2.4407
design A,90.0,5,2.02,1.1787,1.0384,1.2675,2.0135,1.9932,2.3882
design A,90.0,5,2.04,1.1021,0.8588,1.2216,1.9761,1.9732,2.3375
design A,90.0,5,2.06,1.0779,0.7406,1.1632,1.9996,1.9571,2.2924
design A,90.0,5,2.08,1.077,0.6141,1.083,2.0305,1.9258,2.2625
design A,90.0,5,2.1,0.9993,0.6174,1.0189,2.0281,1.9355,2.1475
design A,90.0,5,2.12,0.9307,0.6062,1.0412,2.0327,1.9513,2.1224
design A,90.0,5,2.14,0.8877,0.6985,1.017,2.0113,1.9902,2.1494
design A,90.0,5,2.16,0.8181,0.8061,1.0231,2.0615,1.9655,2.1326
design A,90.0,5,2.18,0.9051,0.7775,1.0078,2.0429,1.9192,2.1358
design A,90.0,5,2.2,0.962,0.9413,0.9653,2.0252,1.8953,2.1189
design A,90.0,5,2.22,0.9814,0.973,1.1591,1.9845,1.9117,2.1138
design A,90.0,5,2.24,0.9569,0.9007,1.3013,1.9739,1.906,2.0903
design A,90.0,5,2.26,0.9968,0.9219,1.3845,1.955,1.8723,2.0784
design A,90.0,5,2.28,0.9975,0.9033,1.3565,1.9396,1.8857,2.0574
design A,90.0,5,2.3,1.0099,0.8143,1.325,1.9168,1.8889,2.0359
design A,90.0,5,2.32,0.9929,0.7172,1.3097,1.9455,1.8706,2.0305
design A,90.0,5,2.34,0.9337,0.7772,1.3178,1.9598,1.882,1.9924
design A,90.0,5,2.36,0.8818,0.8605,1.2734,1.9248,1.8784,2.0005
design A,90.0,5,2.38,0.9862,0.845,1.1366,1.8976,1.8759,2.0307
design A,90.0,5,2.4,1.0057,0.8261,1.0494,1.9304,1.9086,1.9928
design A,90.0,5,2.42,0.922,0.7948,0.9754,1.9606,1.8006,2.0215
design A,90.0,5,2.44,0.8842,0.7408,0.9033,1.9615,1.7679,2.0481
design A,90.0,5,2.46,0.7858,0.681,0.8382,1.9857,1.7924,2.0622
design A,90.0,5,2.48,0.7499,0.6143,0.8058,1.9487,1.7887,2.0747
design A,90.0,5,2.5,0.7873,0.5065,0.9156,1.987,1.8073,2.0853
design A,90.0,5,2.52,0.6754,0.4102,0.9638,1.9652,1.7964,2.1344
design A,90.0,5,2.54,0.6474,0.407,0.9898,1.9353,1.7851,2.1074
design A,90.0,5,2.56,0.7064,0.2819,0.9704,1.9431,1.802,2.0915
design A,90.0,5,2.58,0.7525,0.3347,0.8823,1.8583,1.8002,2.1204
design A,90.0,5,2.6,0.7172,0.5412,0.788,1.8246,1.7616,2.0899
design A,90.0,5,2.62,0.7106,0.6957,0.7198,1.8169,1.7247,2.037
design A,90.0,5,2.64,0.6771,0.6314,0.825,1.8348,1.7295,2.0116
design A,90.0,5,2.66,0.6938,0.5227,1.0202,1.8758,1.6908,1.9438
design A,90.0,5,2.68,0.666,0.4776,1.1683,1.8828,1.5979,1.9159
design A,90.0,5,2.7,0.5446,0.4935,1.2326,1.8184,1.6028,1.8763
design A,90.0,5,2.72,0.5554,0.5341,1.3789,1.685,1.5672,1.8671
design A,90.0,5,2.74,0.5863,0.5822,1.328,1.6531,1.6225,1.8376
design A,90.0,5,2.76,0.6214,0.604,1.3411,1.6795,1.619,1.7959
design A,90.0,5,2.78,0.6301,0.6248,1.272,1.706,1.5037,1.7326
design A,90.0,5,2.8,0.6249,0.6127,1.2589,1.7164,1.4094,1.7201
design A,90.0,5,2.82,0.6106,0.5762,1.2187,1.6752,1.3583,1.7106
design A,90.0,5,2.84,0.6384,0.5782,1.1112,1.6491,1.3579,1.686
design A,90.0,5,2.86,0.7025,0.497,0.9466,1.7012,1.3575,1.7635
design A,90.0,5,2.88,0.7925,0.4943,0.8194,1.68,1.3572,1.7488
design A,90.0,5,2.9,0.6224,0.4916,0.83,1.71,1.3568,1.7439
design A,90.0,5,2.92,0.5075,0.4889,0.8993,1.7168,1.3564,1.7174
design A,90.0,5,2.94,0.4862,0.4037,0.9007,1.7024,1.356,1.7182
design A,90.0,5,2.96,0.4868,0.3973,0.8668,1.7029,1.3552,1.7268
design A,90.0,5,2.98,0.5161,0.4882,0.7915,1.7132,1.3542,1.7289
design A,90.0,5,3.0,0.6304,0.4896,0.6833,1.6293,1.3532,1.6909
design A,90.0,5,3.02,0.5773,0.491,0.7294,1.5537,1.3523,1.6676
design A,90.0,5,3.04,0.5043,0.4924,0.7922,1.4931,1.3513,1.677
design A,90.0,5,3.06,0.4799,0.4785,0.7792,1.5121,1.3372,1.66
design A,90.0,5,3.08,0.5118,0.4583,0.682,1.5918,1.3144,1.6414
design A,90.0,5,3.1,0.4893,0.468,0.5914,1.5993,1.2694,1.6681
design A,90.0,5,3.12,0.5248,0.5046,0.5254,1.486,1.2578,1.6714
design A,90.0,5,3.14,0.5233,0.4667,0.5304,1.4083,1.2634,1.6405
design A,90.0,5,3.16,0.5255,0.315,0.5385,1.4089,1.2642,1.5999
design A,90.0,5,3.18,0.5083,0.1874,0.5277,1.3938,1.2649,1.5443
design A,90.0,5,3.2,0.4462,0.2486,0.528,1.3819,1.267,1.5283
design A,90.0,5,3.22,0.3704,0.3481,0.4898,1.3968,1.3008,1.524
design A,90.0,5,3.24,0.4057,0.2938,0.4957,1.3849,1.2542,1.5236
design A,90.0,5,3.26,0.4897,0.3703,0.5059,1.3763,1.2329,1.5354
design A,90.0,5,3.28,0.4909,0.4848,0.5505,1.3934,1.1773,1.5274
design A,90.0,5,3.3,0.5302,0.4735,0.5611,1.3898,1.118,1.5058
design A,90.0,5,3.32,0.5509,0.5197,0.6079,1.366,1.1299,1.5551
design A,90.0,5,3.34,0.6055,0.5204,0.6609,1.2772,1.1534,1.5182
design A,90.0,5,3.36,0.6192,0.517,0.7161,1.1792,1.1477,1.4695
design A,90.0,5,3.38,0.6421,0.4715,0.7389,1.2654,1.1716,1.471
design A,90.0,5,3.4,0.6276,0.491,0.7593,1.3014,1.1847,1.436
design A,90.0,5,3.42,0.6084,0.4922,0.7322,1.3185,1.2007,1.4431
design A,90.0,5,3.44,0.6644,0.4914,0.7339,1.3599,1.3516,1.4469
design A,90.0,5,3.46,0.7369,0.5491,0.7528,1.4536,1.3648,1.5045
design A,90.0,5,3.48,0.6755,0.5851,0.7248,1.3966,1.3514,1.4893
design A,90.0,5,3.5,0.6523,0.6157,0.6928,1.3973,1.3139,1.4757
design A,90.0,5,3.52,0.6052,0.5899,0.6595,1.382,1.3789,1.4702
design A,90.0,5,3.54,0.5719,0.524,0.6668,1.3784,1.3552,1.4361
design A,90.0,5,3.56,0.6001,0.4838,0.6275,1.3811,1.3449,1.4807
design A,90.0,5,3.58,0.5649,0.4292,0.5935,1.4142,1.3687,1.4748
design A,90.0,5,3.6,0.4674,0.4054,0.521,1.3745,1.3514,1.4172
design A,90.0,5,3.62,0.403,0.364,0.4846,1.3916,1.3856,1.4313
design A,90.0,5,3.64,0.3673,0.3609,0.4543,1.3878,1.3273,1.4465
design A,90.0,5,3.66,0.3751,0.3702,0.3892,1.3902,1.2961,1.4587
design A,90.0,5,3.68,0.4237,0.399,0.4303,1.4115,1.2798,1.4447
design A,90.0,5,3.7,0.3721,0.3396,0.4727,1.4089,1.3638,1.4407
design A,90.0,5,3.72,0.3399,0.3144,0.5169,1.4075,1.3487,1.4917
design A,90.0,5,3.74,0.4226,0.3164,0.4496,1.3222,1.3048,1.5421
design A,90.0,5,3.76,0.4467,0.264,0.4871,1.3075,1.2486,1.5503
design A,90.0,5,3.78,0.4524,0.2492,0.4778,1.2727,1.2672,1.4551
design A,90.0,5,3.8,0.4552,0.2811,0.476,1.2457,1.2445,1.5147
design A,90.0,5,3.82,0.4242,0.3398,0.4344,1.2272,1.2246,1.4995
design A,90.0,5,3.84,0.3767,0.296,0.431,1.2074,1.142,1.5212
design A,90.0,5,3.86,0.3897,0.3085,0.4442,1.1527,1.1278,1.4417
design A,90.0,5,3.88,0.3665,0.3154,0.4425,1.1754,1.1424,1.4269
design A,90.0,5,3.9,0.3477,0.3382,0.4097,1.1996,1.0703,1.3929
design A,90.0,5,3.92,0.3423,0.2548,0.3783,1.1641,1.0723,1.3571
design A,90.0,5,3.94,0.2904,0.2569,0.3449,1.176,1.0841,1.2968
design A,90.0,5,3.96,0.2199,0.214,0.2662,1.2263,1.1614,1.2854
design A,90.0,5,3.98,0.1844,0.173,0.2272,1.1501,1.0778,1.3087
design A,90.0,5,4.0,0.2034,0.1665,0.2538,1.0737,1.0576,1.2894
design A,90.0,5,4.02,0.2512,0.1428,0.3145,1.0726,1.0526,1.2727
design A,90.0,5,4.04,0.297,0.1078,0.4106,1.0551,1.0421,1.2835
design A,90.0,5,4.06,0.3525,0.1335,0.3852,1.0755,1.0179,1.2581
design A,90.0,5,4.08,0.4409,0.1572,0.4805,1.1,1.0325,1.2502
design A,90.0,5,4.1,0.4924,0.1923,0.5358,1.1518,1.0414,1.2731
design A,90.0,5,4.12,0.5378,0.2256,0.5873,1.1337,1.0821,1.3062
design A,90.0,5,4.14,0.5396,0.3289,0.5971,1.1977,1.1235,1.3285
design A,90.0,5,4.16,0.5373,0.3936,0.6487,1.2038,1.1899,1.3118
design A,90.0,5,4.18,0.5099,0.4797,0.6718,1.2908,1.2249,1.3094
design A,90.0,5,4.2,0.4619,0.4316,0.6328,1.3116,1.2414,1.3299
design A,90.0,5,4.22,0.4475,0.4442,0.6076,1.2556,1.2426,1.3298
design A,90.0,5,4.24,0.3927,0.3423,0.5805,1.2053,1.1549,1.2977
design A,90.0,5,4.26,0.34,0.3179,0.5298,1.2645,1.1573,1.3027
design A,90.0,5,4.28,0.294,0.2866,0.4944,1.2803,1.1658,1.3048
design A,90.0,5,4.3,0.2825,0.2505,0.4504,1.2791,1.2019,1.3254
design A,90.0,5,4.32,0.2399,0.2287,0.3755,1.2566,1.2085,1.3598
design A,90.0,5,4.34,0.2356,0.2198,0.335,1.2496,1.2346,1.4012
design A,90.0,5,4.36,0.248,0.1984,0.3179,1.2704,1.2389,1.3511
design A,90.0,5,4.38,0.2839,0.2082,0.29,1.3581,1.1983,1.3616
design A,90.0,5,4.4,0.2771,0.2323,0.2784,1.3118,1.1597,1.3701
design A,90.0,5,4.42,0.295,0.2256,0.3295,1.3542,1.1408,1.3646
design A,90.0,5,4.44,0.2499,0.2186,0.2859,1.3375,1.1518,1.3517
design A,90.0,5,4.46,0.252,0.2021,0.3014,1.2415,1.1783,1.3151
design A,90.0,5,4.48,0.1991,0.1618,0.2401,1.2308,1.2283,1.2998
design A,90.0,5,4.5,0.1737,0.1299,0.2451,1.2548,1.2533,1.3029
design A,90.0,5,4.52,0.2374,0.2014,0.2802,1.2677,1.2325,1.3072
design A,90.0,5,4.54,0.2603,0.1906,0.3528,1.2827,1.2821,1.3144
design A,90.0,5,4.56,0.3221,0.2067,0.3902,1.276,1.2715,1.301
design A,90.0,5,4.58,0.3981,0.2493,0.4112,1.2906,1.2708,1.3182
design A,90.0,5,4.6,0.3724,0.3523,0.4325,1.2991,1.2895,1.3379
design A,90.0,5,4.62,0.3963,0.3511,0.4421,1.31,1.2877,1.3961
design A,90.0,5,4.64,0.3551,0.3253,0.421,1.2651,1.2186,1.3708
design A,90.0,5,4.66,0.3116,0.2348,0.3999,1.2991,1.2812,1.3502
design A,90.0,5,4.68,0.2822,0.2809,0.2937,1.3048,1.2868,1.3253
design A,90.0,5,4.7,nan,nan,nan,nan,nan,nan
design A,90.0,5,4.72,nan,nan,nan,nan,nan,nan
design A,90.0,5,4.74,nan,nan,nan,nan,nan,nan
design A,90.0,5,4.76,nan,nan,nan,nan,nan,nan
design A,90.0,5,4.78,nan,nan,nan,nan,nan,nan
design A,90.0,5,4.8,nan,nan,nan,nan,nan,nan
design A,90.0,5,4.82,nan,nan,nan,nan,nan,nan
design A,90.0,5,4.84,nan,nan,nan,nan,nan,nan
design A,90.0,5,4.86,nan,nan,nan,nan,nan,nan
design A,90.0,5,4.88,nan,nan,nan,nan,nan,nan
design A,90.0,5,4.9,nan,nan,nan,nan,nan,nan
design A,90.0,5,4.92,nan,nan,nan,nan,nan,nan
design A,90.0,5,4.94,nan,nan,nan,nan,nan,nan
design A,90.0,5,4.96,nan,nan,nan,nan,nan,nan
design A,90.0,5,4.98,nan,nan,nan,nan,nan,nan
design A,90.0,5,5.0,nan,nan,nan,nan,nan,nan
