design,freq_hz,n,t_s,delta_med,delta_q25,delta_q75,env_med,env_q25,env_q75
design 1,100.0,5,14.54,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.56,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.58,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.6,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.62,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.64,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.66,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.68,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.7,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.72,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.74,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.76,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.78,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.8,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.82,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.84,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.86,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.88,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.9,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.92,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.94,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.96,nan,nan,nan,nan,nan,nan
design 1,100.0,5,14.98,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.0,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.02,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.04,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.06,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.08,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.1,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.12,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.14,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.16,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.18,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.2,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.22,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.24,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.26,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.28,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.3,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.32,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.34,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.36,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.38,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.4,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.42,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.44,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.46,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.48,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.5,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.52,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.54,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.56,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.58,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.6,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.62,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.64,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.66,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.68,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.7,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.72,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.74,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.76,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.78,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.8,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.82,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.84,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.86,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.88,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.9,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.92,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.94,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.96,nan,nan,nan,nan,nan,nan
design 1,100.0,5,15.98,nan,nan,nan,nan,nan,nan
design 1,110.0,5,-1.0,12.7893,12.7227,12.813,1.1057,1.0389,1.2063
design 1,110.0,5,-0.98,12.7863,12.7831,12.848,1.0898,1.0619,1.1245
design 1,110.0,5,-0.96,12.8076,12.78,12.8195,1.0661,1.0364,1.1534
design 1,110.0,5,-0.94,12.7909,12.7261,12.8334,1.0476,1.0204,1.1399
design 1,110.0,5,-0.92,12.7888,12.7038,12.8423,1.0803,1.0599,1.158
design 1,110.0,5,-0.9,12.758,12.6987,12.8129,1.0837,1.0777,1.2092
design 1,110.0,5,-0.88,12.7502,12.6846,12.8077,1.111,1.0943,1.1844
design 1,110.0,5,-0.86,12.7763,12.6906,12.7967,1.1087,1.0378,1.1531
design 1,110.0,5,-0.84,12.7937,12.7238,12.795,1.1064,1.0656,1.1458
design 1,110.0,5,-0.82,12.7886,12.7835,12.8062,1.126,1.091,1.1286
design 1,110.0,5,-0.8,12.7744,12.7733,12.8559,1.128,1.1122,1.1571
design 1,110.0,5,-0.78,12.7849,12.77,12.8766,1.1126,1.1058,1.1815
design 1,110.0,5,-0.76,12.7752,12.765,12.8697,1.1583,1.0714,1.1666
design 1,110.0,5,-0.74,12.8044,12.7441,12.841,1.153,1.0617,1.1875
design 1,110.0,5,-0.72,12.7857,12.7118,12.821,1.1547,1.1161,1.2134
design 1,110.0,5,-0.7,12.7417,12.6882,12.8293,1.1775,1.1268,1.2207
design 1,110.0,5,-0.68,12.7231,12.6554,12.8611,1.1818,1.0812,1.2129
design 1,110.0,5,-0.66,12.7199,12.6262,12.9027,1.1767,1.0812,1.2151
design 1,110.0,5,-0.64,12.7205,12.5913,12.941,1.1908,1.0522,1.1929
design 1,110.0,5,-0.62,12.7016,12.5802,12.9598,1.15,1.1029,1.1967
design 1,110.0,5,-0.6,12.681,12.5446,12.9571,1.1217,1.1213,1.2007
design 1,110.0,5,-0.58,12.673,12.5555,12.9647,1.1117,1.0674,1.2179
design 1,110.0,5,-0.56,12.6821,12.5388,12.9363,1.1246,1.086,1.2337
design 1,110.0,5,-0.54,12.6839,12.5367,12.8827,1.1366,1.1166,1.1965
design 1,110.0,5,-0.52,12.6849,12.568,12.8133,1.1477,1.0956,1.2143
design 1,110.0,5,-0.5,12.6809,12.6112,12.7677,1.1871,1.1504,1.2074
design 1,110.0,5,-0.48,12.6673,12.6511,12.7383,1.1753,1.1579,1.2187
design 1,110.0,5,-0.46,12.6957,12.6671,12.7086,1.1969,1.1699,1.221
design 1,110.0,5,-0.44,12.7019,12.6899,12.7133,1.1586,1.1575,1.1954
design 1,110.0,5,-0.42,12.6718,12.6642,12.7522,1.1393,1.1392,1.1809
design 1,110.0,5,-0.4,12.7049,12.6671,12.7826,1.1558,1.1144,1.199
design 1,110.0,5,-0.38,12.7328,12.6587,12.8152,1.1532,1.1081,1.2385
design 1,110.0,5,-0.36,12.7605,12.6828,12.8422,1.1344,1.1225,1.2564
design 1,110.0,5,-0.34,12.7891,12.7207,12.8684,1.1684,1.0679,1.2364
design 1,110.0,5,-0.32,12.8242,12.7645,12.8827,1.1437,1.0447,1.2044
design 1,110.0,5,-0.3,12.8852,12.7768,12.9187,1.1131,1.0628,1.2084
design 1,110.0,5,-0.28,12.9324,12.7919,12.9429,1.1178,1.0796,1.1866
design 1,110.0,5,-0.26,12.9316,12.8155,12.9642,1.1256,1.0702,1.155
design 1,110.0,5,-0.24,12.916,12.8385,12.9855,1.0939,1.0501,1.1498
design 1,110.0,5,-0.22,12.899,12.8572,12.9831,1.0901,1.0206,1.1566
design 1,110.0,5,-0.2,12.8829,12.8631,12.964,1.0234,1.0223,1.0335
design 1,110.0,5,-0.18,12.8455,12.8452,12.9405,1.1375,1.1234,1.2153
design 1,110.0,5,-0.16,12.8229,12.8104,12.871,1.3926,1.2842,1.4172
design 1,110.0,5,-0.14,12.8123,12.7574,12.8428,1.6848,1.5542,1.7243
design 1,110.0,5,-0.12,12.7935,12.7037,12.8266,2.0018,1.9615,2.01
design 1,110.0,5,-0.1,12.7458,12.649,12.767,2.1986,2.1849,2.2174
design 1,110.0,5,-0.08,12.6303,12.5212,12.6323,2.3023,2.2908,2.3272
design 1,110.0,5,-0.06,12.3664,12.3052,12.4357,2.4349,2.4345,2.4709
design 1,110.0,5,-0.04,12.116,12.0217,12.2188,2.6581,2.6563,2.7046
design 1,110.0,5,-0.02,11.7913,11.666,11.8423,2.8584,2.8557,2.9184
design 1,110.0,5,0.0,11.4188,11.1834,11.4669,3.1643,3.1101,3.2129
design 1,110.0,5,0.02,10.9259,10.828,10.9656,3.3517,3.3182,3.369
design 1,110.0,5,0.04,10.2717,10.1084,10.3177,3.5246,3.5193,3.571
design 1,110.0,5,0.06,9.5222,9.4196,9.6701,3.7314,3.6718,3.8257
design 1,110.0,5,0.08,8.7503,8.6523,8.9887,3.8935,3.8929,3.9594
design 1,110.0,5,0.1,8.1025,7.8908,8.3426,4.0544,4.0176,4.1327
design 1,110.0,5,0.12,7.6367,7.3604,7.6965,4.1504,4.1141,4.1873
design 1,110.0,5,0.14,7.1132,6.8729,7.1182,4.1859,4.1081,4.2013
design 1,110.0,5,0.16,6.6442,6.4294,6.7003,4.1299,4.0513,4.1543
design 1,110.0,5,0.18,6.1861,5.857,6.2547,4.1564,3.9895,4.1626
design 1,110.0,5,0.2,5.7044,5.1572,5.7237,4.1965,4.0058,4.3965
design 1,110.0,5,0.22,5.1041,4.6067,5.1326,4.2639,4.0475,4.4596
design 1,110.0,5,0.24,4.5543,4.1141,4.7265,4.3066,4.0397,4.4321
design 1,110.0,5,0.26,4.1426,3.9077,4.3314,4.3937,4.0511,4.4044
design 1,110.0,5,0.28,3.9286,3.807,4.1054,4.3,4.0245,4.3156
design 1,110.0,5,0.3,3.7957,3.7298,3.9116,4.2425,3.9348,4.2489
design 1,110.0,5,0.32,3.723,3.5752,3.8167,4.1667,3.858,4.2074
design 1,110.0,5,0.34,3.5228,3.4633,3.7416,4.0755,3.8236,4.0811
design 1,110.0,5,0.36,3.4243,3.3484,3.6786,3.9481,3.7004,4.0484
design 1,110.0,5,0.38,3.4408,3.2414,3.6701,3.9386,3.633,3.9494
design 1,110.0,5,0.4,3.4423,3.1729,3.605,3.9432,3.5878,3.9436
design 1,110.0,5,0.42,3.4569,3.1047,3.4994,3.9611,3.6165,3.9709
design 1,110.0,5,0.44,3.333,2.992,3.5579,4.0157,3.6161,4.0288
design 1,110.0,5,0.46,3.2264,3.0536,3.7423,4.0353,3.6957,4.0667
design 1,110.0,5,0.48,3.2415,3.2194,3.8116,3.8892,3.7511,3.9355
design 1,110.0,5,0.5,3.5613,3.4735,3.8808,3.717,3.7001,3.8202
design 1,110.0,5,0.52,3.9635,3.7824,4.0421,3.6468,3.6352,3.6587
design 1,110.0,5,0.54,4.3229,4.0282,4.3414,3.6149,3.5036,3.623
design 1,110.0,5,0.56,4.6306,4.2068,4.6993,3.5119,3.4677,3.6321
design 1,110.0,5,0.58,4.8795,4.3026,4.9675,3.5112,3.4678,3.6883
design 1,110.0,5,0.6,5.0652,4.3256,5.1053,3.5034,3.4169,3.7106
design 1,110.0,5,0.62,5.1654,4.325,5.1685,3.5158,3.4042,3.69
design 1,110.0,5,0.64,5.2097,4.3861,5.2388,3.4831,3.3745,3.6612
design 1,110.0,5,0.66,5.1892,4.4186,5.2012,3.4699,3.349,3.6129
design 1,110.0,5,0.68,5.0902,4.4186,5.108,3.4127,3.2973,3.5304
design 1,110.0,5,0.7,4.8936,4.3737,4.9516,3.3982,3.2181,3.4351
design 1,110.0,5,0.72,4.6837,4.3569,4.8179,3.3197,3.132,3.3674
design 1,110.0,5,0.74,4.5386,4.3069,4.7315,3.2178,3.0241,3.3242
design 1,110.0,5,0.76,4.3528,4.3508,4.6716,3.1372,2.9649,3.2609
design 1,110.0,5,0.78,4.3768,4.2708,4.5815,3.1425,2.9609,3.2321
design 1,110.0,5,0.8,4.3301,4.2137,4.4295,3.1288,2.9789,3.2433
design 1,110.0,5,0.82,4.1773,4.0718,4.2338,3.0537,2.9976,3.277
design 1,110.0,5,0.84,3.9964,3.9505,4.0127,3.0201,2.978,3.26
design 1,110.0,5,0.86,3.7569,3.5033,3.8509,2.9806,2.9755,3.2562
design 1,110.0,5,0.88,3.4522,3.1207,3.5773,2.9093,2.8907,3.221
design 1,110.0,5,0.9,3.1736,2.8463,3.2921,2.8402,2.8255,3.1818
design 1,110.0,5,0.92,2.9423,2.5695,2.973,2.8241,2.775,3.1129
design 1,110.0,5,0.94,2.6977,2.4488,2.7707,2.8165,2.7448,3.061
design 1,110.0,5,0.96,2.5387,2.4642,2.7063,2.7936,2.7276,3.0618
design 1,110.0,5,0.98,2.66,2.4936,2.7545,2.7623,2.7072,3.0855
design 1,110.0,5,1.0,2.7815,2.5734,2.9069,2.7925,2.6422,3.0503
design 1,110.0,5,1.02,2.8194,2.7509,3.1518,2.6207,2.6019,2.9725
design 1,110.0,5,1.04,2.9811,2.8775,3.394,2.5842,2.5541,2.9046
design 1,110.0,5,1.06,3.1696,3.0215,3.604,2.4994,2.4526,2.8573
design 1,110.0,5,1.08,3.3379,3.1064,3.7388,2.4502,2.3824,2.8235
design 1,110.0,5,1.1,3.5312,3.0842,3.7257,2.3817,2.3372,2.6973
design 1,110.0,5,1.12,3.655,2.9985,3.6567,2.3591,2.2774,2.524
design 1,110.0,5,1.14,3.4997,2.8623,3.6861,2.3423,2.1994,2.4443
design 1,110.0,5,1.16,3.2398,2.7224,3.5451,2.2739,2.1379,2.373
design 1,110.0,5,1.18,2.9463,2.509,3.2879,2.223,2.1094,2.3888
design 1,110.0,5,1.2,2.5767,2.262,3.0033,2.1704,2.0374,2.3483
design 1,110.0,5,1.22,2.0863,1.8934,2.6731,2.064,2.0263,2.266
design 1,110.0,5,1.24,1.6807,1.5743,2.3475,2.019,1.9753,2.2101
design 1,110.0,5,1.26,1.2863,1.2536,1.9353,2.0272,1.9484,2.1898
design 1,110.0,5,1.28,0.9722,0.9129,1.6206,2.0033,1.8935,2.0618
design 1,110.0,5,1.3,0.67,0.5284,1.2972,1.8954,1.8882,2.0259
design 1,110.0,5,1.32,0.5064,0.2844,0.993,1.9004,1.8665,2.0302
design 1,110.0,5,1.34,0.478,0.3628,0.7606,1.9049,1.8306,2.0113
design 1,110.0,5,1.36,0.5944,0.5731,0.6161,1.9087,1.8281,1.9977
design 1,110.0,5,1.38,0.7102,0.5533,0.8373,1.8969,1.8171,2.0193
design 1,110.0,5,1.4,0.9331,0.6121,1.0663,1.8432,1.7919,2.0361
design 1,110.0,5,1.42,1.0901,0.6919,1.2729,1.7615,1.7447,2.0424
design 1,110.0,5,1.44,1.1559,0.8177,1.4634,1.7484,1.7271,2.0624
design 1,110.0,5,1.46,1.2618,1.0968,1.6068,1.7543,1.7091,1.9719
design 1,110.0,5,1.48,1.4109,1.3613,1.8031,1.7565,1.7045,1.8559
design 1,110.0,5,1.5,1.4996,1.484,1.903,1.7497,1.7176,1.829
design 1,110.0,5,1.52,1.8778,1.5803,1.9229,1.7326,1.6601,1.788
design 1,110.0,5,1.54,2.0094,1.7179,2.0646,1.6781,1.6746,1.7909
design 1,110.0,5,1.56,2.0915,1.8263,2.2156,1.6757,1.6357,1.7997
design 1,110.0,5,1.58,2.1622,1.9247,2.1714,1.6815,1.64,1.7473
design 1,110.0,5,1.6,2.1572,2.0065,2.1812,1.6828,1.6335,1.6945
design 1,110.0,5,1.62,2.1409,2.0706,2.1719,1.6319,1.5966,1.6695
design 1,110.0,5,1.64,2.191,2.144,2.1967,1.6055,1.5705,1.6572
design 1,110.0,5,1.66,2.2231,2.1962,2.2475,1.6109,1.5275,1.633
design 1,110.0,5,1.68,2.2559,2.2017,2.2599,1.5946,1.5527,1.602
design 1,110.0,5,1.7,2.229,2.2226,2.2427,1.554,1.5479,1.5975
design 1,110.0,5,1.72,2.2349,2.2212,2.2597,1.5563,1.5165,1.5815
design 1,110.0,5,1.74,2.2528,2.1798,2.3322,1.5526,1.5018,1.5536
design 1,110.0,5,1.76,2.2157,2.088,2.3275,1.5398,1.4977,1.5613
design 1,110.0,5,1.78,2.1789,2.0015,2.3283,1.5275,1.4864,1.5422
design 1,110.0,5,1.8,2.1713,1.8826,2.3835,1.5167,1.4735,1.5313
design 1,110.0,5,1.82,2.0546,1.7197,2.3379,1.5151,1.4242,1.5397
design 1,110.0,5,1.84,1.9489,1.5339,2.2666,1.4935,1.3807,1.5322
design 1,110.0,5,1.86,1.7997,1.3347,2.158,1.4706,1.328,1.4952
design 1,110.0,5,1.88,1.5937,1.0645,1.9999,1.4502,1.3042,1.5045
design 1,110.0,5,1.9,1.3737,0.8591,1.7852,1.4332,1.2816,1.5023
design 1,110.0,5,1.92,1.1721,0.6786,1.5123,1.3731,1.2813,1.4967
design 1,110.0,5,1.94,0.9532,0.7037,1.3002,1.494,1.3203,1.5586
design 1,110.0,5,1.96,0.7967,0.691,1.1573,1.4522,1.2864,1.5425
design 1,110.0,5,1.98,0.9655,0.7813,0.9942,1.4783,1.369,1.4912
design 1,110.0,5,2.0,0.9129,0.877,0.9433,1.4773,1.3866,1.4944
design 1,110.0,5,2.02,1.0294,0.6438,1.0471,1.4321,1.3839,1.4879
design 1,110.0,5,2.04,1.1026,0.6238,1.1685,1.3832,1.345,1.4539
design 1,110.0,5,2.06,1.1467,0.6957,1.3122,1.3535,1.3426,1.4416
design 1,110.0,5,2.08,1.1812,0.7704,1.3841,1.4202,1.3238,1.4323
design 1,110.0,5,2.1,1.177,0.807,1.4019,1.3948,1.3137,1.4427
design 1,110.0,5,2.12,1.1468,0.8377,1.3922,1.3606,1.29,1.4006
design 1,110.0,5,2.14,1.1104,0.9195,1.3619,1.3454,1.2493,1.4061
design 1,110.0,5,2.16,1.0819,0.998,1.3154,1.2575,1.2158,1.3844
design 1,110.0,5,2.18,1.0684,1.0647,1.2662,1.2397,1.2338,1.3958
design 1,110.0,5,2.2,1.0798,1.0364,1.2335,1.2814,1.225,1.5052
design 1,110.0,5,2.22,1.0528,0.9928,1.2363,1.2854,1.217,1.5735
design 1,110.0,5,2.24,1.0099,0.9755,1.2474,1.2304,1.1768,1.2357
design 1,110.0,5,2.26,0.9885,0.9777,1.2541,1.2069,1.1494,1.2159
design 1,110.0,5,2.28,1.0004,0.9942,1.2534,1.1904,1.1694,1.2361
design 1,110.0,5,2.3,1.0553,1.0023,1.264,1.2504,1.1994,1.3083
design 1,110.0,5,2.32,1.0991,1.0019,1.1718,1.2223,1.1791,1.2635
design 1,110.0,5,2.34,1.052,1.0275,1.1427,1.2095,1.1887,1.2371
design 1,110.0,5,2.36,1.1511,1.0262,1.1904,1.2671,1.2287,1.2749
design 1,110.0,5,2.38,1.215,1.0806,1.2202,1.216,1.1966,1.2591
design 1,110.0,5,2.4,1.1813,1.1471,1.2541,1.256,1.1346,1.3625
design 1,110.0,5,2.42,1.2341,1.1387,1.2626,1.2503,1.136,1.3728
design 1,110.0,5,2.44,1.2646,1.09,1.2743,1.2564,1.125,1.3785
design 1,110.0,5,2.46,1.2362,1.0608,1.2497,1.2092,1.1407,1.3547
design 1,110.0,5,2.48,1.2084,0.9989,1.2576,1.0669,1.0618,1.368
design 1,110.0,5,2.5,1.1855,0.9324,1.2443,1.1583,0.9536,1.3879
design 1,110.0,5,2.52,1.1348,0.9179,1.1435,1.1952,1.0698,1.3923
design 1,110.0,5,2.54,1.0256,0.8743,1.1079,1.4064,1.2104,1.4189
design 1,110.0,5,2.56,0.9698,0.8139,1.0716,1.3747,1.2,1.414
design 1,110.0,5,2.58,1.0064,0.7688,1.1238,1.4072,1.1689,1.4506
design 1,110.0,5,2.6,0.9875,0.8057,1.1607,1.4028,1.1823,1.5258
design 1,110.0,5,2.62,1.0131,0.8784,1.1658,1.4104,1.2005,1.5654
design 1,110.0,5,2.64,0.9459,0.9448,1.1494,1.4322,1.1222,1.6898
design 1,110.0,5,2.66,1.0553,0.8337,1.1098,1.4305,1.068,1.6208
design 1,110.0,5,2.68,1.0858,0.828,1.166,1.3952,1.0735,1.5993
design 1,110.0,5,2.7,1.1473,0.8486,1.1797,1.0846,1.0814,1.7447
design 1,110.0,5,2.72,1.0652,0.8572,1.1713,1.0832,1.0302,1.7627
design 1,110.0,5,2.74,1.0341,0.8815,1.2072,1.1132,1.0501,1.7473
design 1,110.0,5,2.76,1.0188,0.9126,1.2157,1.1187,1.0656,1.7365
design 1,110.0,5,2.78,1.0031,0.9074,1.1858,1.0732,1.0125,1.7213
design 1,110.0,5,2.8,0.9689,0.8663,1.2057,1.0917,0.9852,1.7019
design 1,110.0,5,2.82,0.7982,0.7847,1.1747,1.2267,1.0835,1.6603
design 1,110.0,5,2.84,0.7477,0.6686,1.1216,1.2209,1.0866,1.6468
design 1,110.0,5,2.86,0.7144,0.6142,1.0476,1.2107,1.0914,1.6187
design 1,110.0,5,2.88,0.6695,0.485,0.9719,1.1998,1.092,1.3268
design 1,110.0,5,2.9,0.5268,0.3915,0.8667,1.205,1.0701,1.3099
design 1,110.0,5,2.92,0.4029,0.2194,0.7878,1.2931,1.2651,1.3962
design 1,110.0,5,2.94,0.4142,0.2722,0.661,1.4594,1.2314,1.5986
design 1,110.0,5,2.96,0.3448,0.3113,0.563,1.4715,1.2874,1.5644
design 1,110.0,5,2.98,0.3321,0.3292,0.4994,1.5305,1.2429,1.5316
design 1,110.0,5,3.0,0.4135,0.3657,0.4351,1.525,1.2528,1.5305
design 1,110.0,5,3.02,0.4591,0.2475,0.5752,1.527,1.5212,1.57
design 1,110.0,5,3.04,0.5938,0.2311,0.7201,1.548,1.4027,1.699
design 1,110.0,5,3.06,0.6994,0.2896,0.7752,1.5827,1.5625,1.6881
design 1,110.0,5,3.08,0.7777,0.4179,0.8403,1.6915,1.6054,1.6955
design 1,110.0,5,3.1,0.8963,0.4776,0.9036,1.6637,1.652,1.7275
design 1,110.0,5,3.12,0.9472,0.5227,0.951,1.6765,1.4306,1.7383
design 1,110.0,5,3.14,0.9465,0.5299,0.9958,1.7106,1.4318,1.74
design 1,110.0,5,3.16,1.0118,0.6049,1.0338,1.7089,1.4745,1.8458
design 1,110.0,5,3.18,1.0577,0.6312,1.0704,1.6769,1.4776,1.8948
design 1,110.0,5,3.2,1.0651,0.7109,1.0962,1.5134,1.4596,1.8894
design 1,110.0,5,3.22,1.0723,0.8123,1.0868,1.5095,1.2617,1.834
design 1,110.0,5,3.24,1.0399,0.869,1.0799,1.3615,1.2739,1.6852
design 1,110.0,5,3.26,1.0223,0.9511,1.0244,1.3598,1.2602,1.8278
design 1,110.0,5,3.28,0.9778,0.9734,1.0688,1.3519,1.3346,1.914
design 1,110.0,5,3.3,0.9498,0.9303,0.9651,1.3743,1.3333,1.7453
design 1,110.0,5,3.32,0.9534,0.9483,1.0264,1.3665,1.264,1.5351
design 1,110.0,5,3.34,0.9255,0.8133,1.0955,1.3434,1.2432,1.3491
design 1,110.0,5,3.36,0.878,0.7179,0.9481,1.4387,1.4337,1.5568
design 1,110.0,5,3.38,0.8393,0.6317,0.874,1.462,1.4391,1.6569
design 1,110.0,5,3.4,0.7628,0.5531,0.8141,1.616,1.4441,1.6595
design 1,110.0,5,3.42,0.6773,0.5172,0.8032,1.5805,1.4252,1.649
design 1,110.0,5,3.44,0.6248,0.4855,0.7614,1.5473,1.458,1.5682
design 1,110.0,5,3.46,0.6113,0.4236,0.6927,1.5352,1.4786,1.6146
design 1,110.0,5,3.48,0.5798,0.4598,0.6196,1.6035,1.5423,1.6651
design 1,110.0,5,3.5,0.5509,0.5337,0.5991,1.5692,1.5541,1.7076
design 1,110.0,5,3.52,0.5516,0.4881,0.561,1.5462,1.5441,1.6987
design 1,110.0,5,3.54,0.603,0.5301,0.6602,1.5914,1.4676,1.6083
design 1,110.0,5,3.56,0.5977,0.5334,0.6446,1.4857,1.442,1.6352
design 1,110.0,5,3.58,0.5687,0.5268,0.6135,1.4902,1.4675,1.6346
design 1,110.0,5,3.6,0.5547,0.5059,0.5572,1.6193,1.4707,1.7189
design 1,110.0,5,3.62,0.5169,0.4839,0.5297,1.4678,1.4418,1.7181
design 1,110.0,5,3.64,0.4847,0.4564,0.5073,1.4664,1.3366,1.7166
design 1,110.0,5,3.66,0.4382,0.3958,0.6293,1.5307,1.0259,1.6406
design 1,110.0,5,3.68,0.4226,0.3801,0.6274,1.4369,0.9594,1.5553
design 1,110.0,5,3.7,0.4073,0.3784,0.5503,1.4452,1.2999,1.5594
design 1,110.0,5,3.72,0.5327,0.3263,0.5765,1.4427,1.3259,1.5084
design 1,110.0,5,3.74,0.5252,0.2831,0.5972,1.3131,1.3021,1.4495
design 1,110.0,5,3.76,0.5308,0.2746,0.5402,1.343,1.3097,1.4312
design 1,110.0,5,3.78,0.414,0.3017,0.4479,1.327,1.3153,1.4182
design 1,110.0,5,3.8,0.3568,0.2956,0.3846,1.3553,1.3321,1.3762
design 1,110.0,5,3.82,0.3138,0.258,0.341,1.3324,1.302,1.333
design 1,110.0,5,3.84,0.2341,0.2241,0.3164,1.2908,1.2722,1.3188
design 1,110.0,5,3.86,0.2025,0.1887,0.3108,1.301,0.9381,1.5021
design 1,110.0,5,3.88,0.2427,0.2362,0.3366,1.0674,1.0069,1.5181
design 1,110.0,5,3.9,0.2703,0.1461,0.4437,1.2929,0.9578,1.5209
design 1,110.0,5,3.92,0.2804,0.113,0.5096,1.3863,0.9401,1.5109
design 1,110.0,5,3.94,0.1851,0.1734,0.5861,1.3046,0.9347,1.4215
design 1,110.0,5,3.96,0.265,0.2074,0.6058,1.4228,0.9475,1.5575
design 1,110.0,5,3.98,0.3579,0.2428,0.5915,1.4225,1.1131,1.641
design 1,110.0,5,4.0,0.3985,0.2468,0.5793,1.4512,1.2602,1.6619
design 1,110.0,5,4.02,0.4565,0.2708,0.4618,1.5051,1.3737,1.625
design 1,110.0,5,4.04,0.3579,0.3114,0.4517,1.5031,1.391,1.6194
design 1,110.0,5,4.06,0.3587,0.3483,0.4693,1.4987,1.3851,1.6316
design 1,110.0,5,4.08,0.4061,0.4014,0.4809,1.5621,1.5212,1.6556
design 1,110.0,5,4.1,0.5105,0.4853,0.5722,1.7154,1.6745,1.7251
design 1,110.0,5,4.12,0.6211,0.5578,0.6497,1.7031,1.6915,1.7079
design 1,110.0,5,4.14,0.6757,0.5615,0.7062,1.6933,1.6339,1.7018
design 1,110.0,5,4.16,0.7034,0.6046,0.8239,1.6955,1.6908,1.718
design 1,110.0,5,4.18,0.6623,0.6271,0.812,1.7987,1.4943,1.8069
design 1,110.0,5,4.2,0.6847,0.6204,0.7652,1.6933,1.4826,1.8859
design 1,110.0,5,4.22,0.7016,0.5947,0.7223,1.6677,1.4981,1.8899
design 1,110.0,5,4.24,0.6842,0.4683,0.7611,1.7196,1.5155,1.7756
design 1,110.0,5,4.26,0.6029,0.4386,0.7514,1.6105,1.5059,1.7831
design 1,110.0,5,4.28,0.525,0.4745,0.7394,1.6135,1.5244,1.766
design 1,110.0,5,4.3,0.4755,0.4616,0.651,1.6313,1.4218,1.7289
