frame,timestamp_sec,detected,line_point_x,line_point_y,line_dir_x,line_dir_y,line_angle_deg_major,line_angle_deg_minor,longest_width_px,contour_area_px,final_combined_angle_deg,minor_len_px,top_ellipse_major_len_px,top_ellipse_minor_len_px,axis_x,axis_y,axis_z
2437,82.92153445065178,True,237.42,382.4,0.9273,-0.3743,-21.98,81.9,141.87,3285.0,81.9,31.51,141.87,19.99,0.1307,-0.0527,0.99
2438,82.95556052141528,True,238.6,382.12,0.9284,-0.3717,-21.82,84.39,141.87,3269.0,84.39,30.39,141.87,13.87,0.0907,-0.0363,0.9952
2439,82.98958659217877,True,240.12,381.78,0.9275,-0.3737,-21.94,83.85,141.69,3280.0,83.85,31.99,141.69,15.17,0.0993,-0.04,0.9943
2440,83.02361266294227,True,241.54,381.52,0.9271,-0.3749,-22.02,84.26,142.24,3320.0,84.26,31.84,142.24,14.22,0.0927,-0.0375,0.995
2441,83.05763873370577,True,242.56,381.05,0.9281,-0.3723,-21.86,84.09,142.43,3319.0,84.09,32.07,142.43,14.67,0.0956,-0.0384,0.9947
2442,83.09166480446927,True,243.62,380.77,0.9286,-0.371,-21.78,83.78,142.24,3345.0,83.78,32.34,142.24,15.4,0.1006,-0.0402,0.9941
2443,83.12569087523278,True,244.45,380.76,0.9289,-0.3704,-21.74,83.42,142.61,3363.0,83.42,32.19,142.61,16.34,0.1064,-0.0424,0.9934
2444,83.15971694599628,True,244.7,380.67,0.9298,-0.3681,-21.6,83.82,142.8,3341.0,83.82,31.47,142.8,15.38,0.1002,-0.0397,0.9942
2445,83.19374301675978,True,244.89,380.64,0.9304,-0.3665,-21.5,83.89,142.61,3350.0,83.89,31.57,142.61,15.19,0.0991,-0.039,0.9943
2446,83.22776908752328,True,244.67,381.39,0.9306,-0.366,-21.47,83.45,142.44,3336.0,83.45,31.66,142.44,16.26,0.1062,-0.0418,0.9935
2447,83.26179515828679,True,243.92,381.9,0.9313,-0.3643,-21.36,84.48,142.6,3319.0,84.48,32.07,142.6,13.72,0.0896,-0.0351,0.9954
2448,83.29582122905028,True,243.22,382.21,0.9322,-0.3621,-21.23,84.17,141.87,3297.0,84.17,32.87,141.87,14.42,0.0947,-0.0368,0.9948
2449,83.32984729981378,True,242.76,382.37,0.932,-0.3623,-21.24,84.31,142.08,3321.0,84.31,32.82,142.08,14.08,0.0924,-0.0359,0.9951
2450,83.36387337057728,True,241.43,383.03,0.9322,-0.3618,-21.21,83.59,141.87,3319.0,83.59,32.68,141.87,15.83,0.104,-0.0404,0.9938
2451,83.39789944134078,True,240.15,384.0,0.9329,-0.3601,-21.11,83.78,141.51,3346.0,83.78,32.42,141.51,15.32,0.101,-0.039,0.9941
2452,83.43192551210429,True,239.16,384.25,0.9329,-0.3602,-21.11,81.55,141.51,3338.0,81.55,32.89,141.51,20.81,0.1372,-0.053,0.9891
2453,83.46595158286779,True,238.13,384.24,0.9329,-0.3602,-21.11,84.21,141.15,3331.0,84.21,32.85,141.15,14.24,0.0941,-0.0363,0.9949
2454,83.49997765363129,True,237.33,384.39,0.9345,-0.3561,-20.86,83.23,141.29,3351.0,83.23,32.55,141.29,16.66,0.1102,-0.042,0.993
2455,83.5340037243948,True,237.17,385.04,0.9337,-0.358,-20.98,83.89,140.93,3366.0,83.89,32.51,140.93,14.99,0.0993,-0.0381,0.9943
2456,83.5680297951583,True,236.9,385.52,0.934,-0.3572,-20.93,83.1,140.93,3326.0,83.1,31.34,140.93,16.94,0.1122,-0.0429,0.9928
2457,83.60205586592178,True,237.01,385.33,0.9342,-0.3568,-20.9,82.9,141.15,3320.0,82.9,31.78,141.15,17.44,0.1154,-0.0441,0.9923
2458,83.63608193668529,True,236.86,385.19,0.9349,-0.3548,-20.78,83.03,141.15,3322.0,83.03,32.56,141.15,17.13,0.1135,-0.0431,0.9926
2459,83.67010800744879,True,237.17,385.24,0.9359,-0.3524,-20.63,83.44,140.8,3312.0,83.44,32.87,140.8,16.09,0.107,-0.0403,0.9934
2460,83.70413407821229,True,237.51,385.53,0.9364,-0.3509,-20.54,84.07,141.27,3285.0,84.07,31.08,141.27,14.6,0.0968,-0.0363,0.9946
2461,83.7381601489758,True,238.31,385.28,0.9363,-0.3511,-20.55,83.78,141.5,3282.0,83.78,31.17,141.5,15.32,0.1014,-0.038,0.9941
2462,83.7721862197393,True,238.43,385.29,0.9364,-0.351,-20.55,83.7,141.15,3286.0,83.7,31.27,141.15,15.49,0.1028,-0.0385,0.994
2463,83.8062122905028,True,239.98,384.74,0.936,-0.3521,-20.62,84.23,141.5,3306.0,84.23,31.79,141.5,14.22,0.0941,-0.0354,0.9949
2464,83.8402383612663,True,241.47,384.37,0.9362,-0.3514,-20.58,83.7,141.5,3318.0,83.7,31.45,141.5,15.53,0.1028,-0.0386,0.994
2465,83.8742644320298,True,242.73,384.03,0.9359,-0.3522,-20.62,84.38,141.74,3349.0,84.38,32.17,141.74,13.88,0.0917,-0.0345,0.9952
2466,83.90829050279329,True,244.55,383.46,0.9361,-0.3516,-20.59,83.6,141.74,3367.0,83.6,32.84,141.74,15.79,0.1043,-0.0392,0.9938
2467,83.9423165735568,True,246.25,383.15,0.9362,-0.3514,-20.58,83.37,141.5,3373.0,83.37,32.75,141.5,16.34,0.1081,-0.0406,0.9933
2468,83.9763426443203,True,247.72,382.83,0.9361,-0.3518,-20.6,83.97,142.09,3382.0,83.97,31.79,142.09,14.93,0.0983,-0.037,0.9945
2469,84.0103687150838,True,248.77,382.43,0.9367,-0.35,-20.49,83.81,142.2,3378.0,83.81,32.94,142.2,15.33,0.101,-0.0377,0.9942
2470,84.0443947858473,True,249.63,382.26,0.9372,-0.3488,-20.41,83.54,142.44,3384.0,83.54,32.53,142.44,16.03,0.1054,-0.0392,0.9937
2471,84.0784208566108,True,249.8,382.22,0.9373,-0.3486,-20.4,83.69,142.44,3355.0,83.69,32.57,142.44,15.65,0.103,-0.0383,0.9939
2472,84.11244692737431,True,249.53,381.97,0.9369,-0.3495,-20.46,84.51,142.79,3347.0,84.51,31.91,142.79,13.66,0.0896,-0.0334,0.9954
2473,84.14647299813781,True,248.85,381.66,0.9374,-0.3483,-20.39,84.45,142.44,3324.0,84.45,31.56,142.44,13.79,0.0907,-0.0337,0.9953
2474,84.18049906890131,True,246.82,381.76,0.9375,-0.348,-20.37,84.7,142.78,3304.0,84.7,31.73,142.78,13.18,0.0865,-0.0321,0.9957
2475,84.2145251396648,True,245.8,381.52,0.9374,-0.3482,-20.38,84.33,142.78,3287.0,84.33,31.27,142.78,14.09,0.0925,-0.0344,0.9951
2476,84.2485512104283,True,244.38,381.55,0.9378,-0.3473,-20.32,84.4,142.68,3284.0,84.4,31.72,142.68,13.93,0.0916,-0.0339,0.9952
2477,84.2825772811918,True,243.25,381.65,0.9381,-0.3463,-20.26,82.09,142.68,3286.0,82.09,31.82,142.68,19.64,0.1291,-0.0477,0.9905
2478,84.31660335195531,True,241.74,382.21,0.9379,-0.3468,-20.29,83.87,142.43,3288.0,83.87,31.33,142.43,15.2,0.1001,-0.037,0.9943
2479,84.35062942271881,True,240.61,382.53,0.9377,-0.3475,-20.33,81.51,142.09,3272.0,81.51,31.85,142.09,20.98,0.1385,-0.0513,0.989
2480,84.38465549348231,True,239.71,383.04,0.9378,-0.3471,-20.31,83.59,142.43,3290.0,83.59,32.17,142.43,15.9,0.1047,-0.0387,0.9938
2481,84.41868156424582,True,238.74,383.52,0.9382,-0.346,-20.25,83.97,142.09,3271.0,83.97,31.22,142.09,14.92,0.0985,-0.0363,0.9945
2482,84.45270763500932,True,237.62,384.12,0.9387,-0.3446,-20.16,84.11,141.74,3266.0,84.11,31.08,141.74,14.54,0.0963,-0.0354,0.9947
2483,84.48673370577282,True,236.84,385.09,0.9394,-0.3429,-20.05,84.14,142.08,3235.0,84.14,30.48,142.08,14.5,0.0959,-0.035,0.9948
2484,84.52075977653631,True,236.79,385.62,0.9394,-0.3427,-20.04,83.74,141.4,3209.0,83.74,31.44,141.4,15.42,0.1024,-0.0374,0.994
2485,84.55478584729981,True,237.17,386.28,0.9389,-0.3443,-20.14,84.49,141.14,3216.0,84.49,31.07,141.14,13.55,0.0902,-0.0331,0.9954
2486,84.58881191806331,True,237.61,386.93,0.9402,-0.3406,-19.91,84.71,140.8,3178.0,84.71,30.01,140.8,12.98,0.0867,-0.0314,0.9957
2487,84.62283798882682,True,238.73,387.74,0.9402,-0.3407,-19.92,84.6,140.54,3177.0,84.6,30.43,140.54,13.22,0.0885,-0.0321,0.9956
2488,84.65686405959032,True,239.93,388.44,0.9401,-0.3408,-19.93,83.72,140.8,3190.0,83.72,30.51,140.8,15.41,0.1029,-0.0373,0.994
2489,84.69089013035382,True,243.58,388.85,0.9411,-0.3381,-19.76,84.58,140.46,3170.0,84.58,30.52,140.46,13.27,0.0889,-0.0319,0.9955
2490,84.72491620111732,True,245.14,389.33,0.9408,-0.3389,-19.81,83.99,140.46,3166.0,83.99,31.13,140.46,14.7,0.0985,-0.0355,0.9945
2491,84.75894227188083,True,247.04,389.29,0.9413,-0.3375,-19.73,84.3,140.46,3152.0,84.3,30.98,140.46,13.96,0.0935,-0.0335,0.995
2492,84.79296834264433,True,248.76,388.97,0.9413,-0.3376,-19.73,82.48,141.06,3153.0,82.48,30.18,141.06,18.45,0.1231,-0.0442,0.9914
2493,84.82699441340782,True,249.55,388.84,0.9416,-0.3367,-19.68,85.01,140.79,3137.0,85.01,29.8,140.79,12.25,0.0819,-0.0293,0.9962
2494,84.86102048417132,True,250.06,388.5,0.9424,-0.3344,-19.53,85.1,141.12,3106.0,85.1,29.51,141.12,12.07,0.0806,-0.0286,0.9963
2495,84.89504655493482,True,250.03,388.37,0.9432,-0.3322,-19.4,84.84,141.39,3118.0,84.84,30.45,141.39,12.72,0.0849,-0.0299,0.9959
2496,84.92907262569832,True,249.6,387.54,0.9434,-0.3316,-19.36,85.13,141.39,3109.0,85.13,29.92,141.39,12.01,0.0802,-0.0282,0.9964
2497,84.96309869646183,True,248.85,386.78,0.9436,-0.331,-19.33,85.55,141.72,3117.0,85.55,29.88,141.72,11.01,0.0733,-0.0257,0.997
2498,84.99712476722533,True,247.31,386.26,0.9446,-0.3281,-19.16,85.13,142.0,3123.0,85.13,30.42,142.0,12.06,0.0803,-0.0279,0.9964
2499,85.03115083798883,True,246.05,385.96,0.9447,-0.328,-19.15,84.58,141.06,3116.0,84.58,29.68,141.06,13.31,0.0892,-0.031,0.9955
2500,85.06517690875233,True,245.06,385.38,0.9445,-0.3285,-19.18,85.31,142.0,3131.0,85.31,30.49,142.0,11.61,0.0772,-0.0268,0.9967
2501,85.09920297951584,True,243.6,385.05,0.9444,-0.3289,-19.2,84.8,141.72,3126.0,84.8,30.22,141.72,12.86,0.0857,-0.0298,0.9959
2502,85.13322905027933,True,242.49,384.78,0.944,-0.33,-19.27,85.51,141.72,3164.0,85.51,29.64,141.72,11.08,0.0738,-0.0258,0.9969
2503,85.16725512104283,True,241.86,384.42,0.9444,-0.3287,-19.19,85.0,141.72,3172.0,85.0,30.42,141.72,12.35,0.0823,-0.0286,0.9962
2504,85.20128119180633,True,241.13,384.4,0.9445,-0.3286,-19.18,84.84,142.0,3196.0,84.84,30.57,142.0,12.78,0.085,-0.0296,0.9959
2505,85.23530726256983,True,240.37,384.48,0.9446,-0.3281,-19.16,84.83,141.67,3237.0,84.83,30.87,141.67,12.77,0.0851,-0.0296,0.9959
2506,85.26933333333334,True,239.79,384.48,0.9447,-0.328,-19.15,84.97,141.71,3225.0,84.97,31.16,141.71,12.43,0.0829,-0.0288,0.9961
2507,85.30335940409684,True,239.22,384.61,0.9452,-0.3266,-19.06,85.2,141.71,3255.0,85.2,31.03,141.71,11.86,0.0791,-0.0273,0.9965
2508,85.33738547486034,True,238.74,384.91,0.9453,-0.3263,-19.05,84.27,141.38,3257.0,84.27,31.28,141.38,14.12,0.0944,-0.0326,0.995
2509,85.37141154562384,True,238.91,385.08,0.9451,-0.3268,-19.08,84.19,141.38,3263.0,84.19,30.48,141.38,14.32,0.0957,-0.0331,0.9949
2510,85.40543761638735,True,238.99,385.54,0.9451,-0.3267,-19.07,83.21,141.68,3313.0,83.21,31.41,141.68,16.76,0.1118,-0.0386,0.993
2511,85.43946368715083,True,239.21,385.6,0.945,-0.3269,-19.08,83.42,141.38,3307.0,83.42,31.65,141.38,16.2,0.1083,-0.0375,0.9934
2512,85.47348975791434,True,239.7,385.8,0.9449,-0.3275,-19.12,83.74,141.06,3298.0,83.74,31.7,141.06,15.39,0.1031,-0.0357,0.994
2513,85.50751582867784,True,240.53,385.75,0.9453,-0.3263,-19.05,83.56,141.06,3330.0,83.56,31.5,141.06,15.83,0.1061,-0.0366,0.9937
2514,85.54154189944134,True,241.05,385.85,0.9451,-0.3268,-19.07,83.47,141.38,3388.0,83.47,32.02,141.38,16.08,0.1075,-0.0372,0.9935
2515,85.57556797020484,True,241.9,385.77,0.9448,-0.3277,-19.13,83.41,141.39,3387.0,83.41,32.44,141.39,16.22,0.1084,-0.0376,0.9934
2516,85.60959404096835,True,242.48,385.65,0.9449,-0.3273,-19.11,83.33,141.38,3395.0,83.33,33.16,141.38,16.41,0.1097,-0.038,0.9932
2517,85.64362011173185,True,242.8,385.56,0.9453,-0.3261,-19.03,83.26,141.38,3416.0,83.26,33.2,141.38,16.58,0.1109,-0.0383,0.9931
2518,85.67764618249535,True,243.2,385.63,0.9448,-0.3275,-19.12,82.9,141.71,3414.0,82.9,32.95,141.71,17.52,0.1168,-0.0405,0.9923
2519,85.71167225325885,True,243.29,385.57,0.9451,-0.3268,-19.07,83.36,141.71,3410.0,83.36,32.89,141.71,16.38,0.1092,-0.0378,0.9933
2520,85.74569832402234,True,243.47,385.24,0.9447,-0.3279,-19.14,83.79,141.71,3431.0,83.79,32.39,141.71,15.32,0.1021,-0.0355,0.9941
2521,85.77972439478584,True,243.41,384.98,0.9442,-0.3294,-19.23,83.33,141.72,3454.0,83.33,33.75,141.72,16.46,0.1096,-0.0383,0.9932
2522,85.81375046554935,True,243.52,384.38,0.9444,-0.3288,-19.2,83.81,142.05,3462.0,83.81,32.67,142.05,15.31,0.1018,-0.0354,0.9942
2523,85.84777653631285,True,243.14,384.19,0.9445,-0.3285,-19.18,83.76,142.0,3494.0,83.76,32.72,142.0,15.44,0.1027,-0.0357,0.9941
2524,85.88180260707635,True,243.11,383.74,0.9445,-0.3286,-19.19,82.81,142.04,3515.0,82.81,33.75,142.04,17.79,0.1183,-0.0412,0.9921
2525,85.91582867783985,True,242.95,383.11,0.9444,-0.3287,-19.19,82.96,142.04,3541.0,82.96,34.34,142.04,17.4,0.1157,-0.0403,0.9925
2526,85.94985474860336,True,242.87,382.73,0.9434,-0.3316,-19.36,83.32,142.05,3572.0,83.32,33.56,142.05,16.52,0.1097,-0.0386,0.9932
2527,85.98388081936686,True,242.89,382.4,0.9438,-0.3307,-19.31,83.18,142.0,3564.0,83.18,33.63,142.0,16.85,0.112,-0.0392,0.9929
2528,86.01790689013036,True,242.88,382.26,0.9437,-0.3308,-19.31,82.82,142.33,3595.0,82.82,34.57,142.33,17.79,0.118,-0.0413,0.9922
2529,86.05193296089385,True,242.86,382.04,0.9436,-0.3311,-19.34,82.51,142.05,3595.0,82.51,34.15,142.05,18.52,0.123,-0.0432,0.9915
2530,86.08595903165735,True,243.14,381.9,0.943,-0.3328,-19.44,83.19,142.39,3616.0,83.19,34.08,142.39,16.89,0.1119,-0.0395,0.9929
2531,86.11998510242086,True,243.3,382.07,0.9433,-0.3318,-19.38,82.34,142.67,3638.0,82.34,34.5,142.67,19.02,0.1257,-0.0442,0.9911
2532,86.15401117318436,True,243.64,382.36,0.9426,-0.334,-19.51,82.29,142.06,3664.0,82.29,34.62,142.06,19.06,0.1265,-0.0448,0.991
2533,86.18803724394786,True,243.87,382.51,0.9423,-0.3346,-19.55,82.39,142.4,3672.0,82.39,35.05,142.4,18.85,0.1247,-0.0443,0.9912
2534,86.22206331471136,True,244.24,382.52,0.9426,-0.3341,-19.52,82.27,142.28,3692.0,82.27,35.31,142.28,19.13,0.1267,-0.0449,0.9909
2535,86.25608938547487,True,244.43,382.68,0.9417,-0.3365,-19.66,82.31,142.34,3709.0,82.31,35.75,142.34,19.04,0.126,-0.045,0.991
2536,86.29011545623837,True,244.58,382.93,0.9417,-0.3366,-19.67,82.78,142.07,3690.0,82.78,34.44,142.07,17.85,0.1183,-0.0423,0.9921
2537,86.32414152700187,True,244.73,383.07,0.9415,-0.3369,-19.69,83.03,142.14,3729.0,83.03,34.79,142.14,17.25,0.1143,-0.0409,0.9926
2538,86.35816759776536,True,244.87,383.06,0.9413,-0.3376,-19.73,80.17,142.14,3740.0,80.17,34.87,142.14,24.28,0.1608,-0.0577,0.9853
2539,86.39219366852886,True,245.04,383.04,0.9413,-0.3376,-19.73,82.77,142.07,3725.0,82.77,34.95,142.07,17.89,0.1185,-0.0425,0.992
2540,86.42621973929236,True,244.67,383.28,0.9413,-0.3376,-19.73,81.39,142.41,3754.0,81.39,35.16,142.41,21.33,0.141,-0.0506,0.9887
2541,86.46024581005587,True,244.29,383.18,0.9408,-0.3389,-19.81,82.68,141.74,3741.0,82.68,35.39,141.74,18.05,0.1198,-0.0432,0.9919
2542,86.49427188081937,True,243.97,383.15,0.9403,-0.3403,-19.89,82.52,142.08,3759.0,82.52,35.12,142.08,18.5,0.1225,-0.0443,0.9915
2543,86.52829795158287,True,243.5,382.79,0.9406,-0.3395,-19.85,81.86,142.08,3762.0,81.86,36.0,142.08,20.12,0.1332,-0.0481,0.9899
2544,86.56232402234637,True,242.81,382.69,0.9406,-0.3394,-19.84,81.97,142.08,3753.0,81.97,35.34,142.08,19.85,0.1314,-0.0474,0.9902
2545,86.59635009310988,True,242.31,382.62,0.9401,-0.3409,-19.93,81.48,142.34,3750.0,81.48,35.55,142.34,21.1,0.1393,-0.0505,0.989
2546,86.63037616387338,True,241.98,382.37,0.9395,-0.3426,-20.04,82.25,142.42,3778.0,82.25,34.86,142.42,19.2,0.1267,-0.0462,0.9909
2547,86.66440223463687,True,241.8,381.98,0.9392,-0.3434,-20.08,81.97,142.43,3795.0,81.97,36.56,142.43,19.9,0.1312,-0.048,0.9902
2548,86.69842830540037,True,241.61,381.85,0.9387,-0.3446,-20.16,81.77,142.43,3772.0,81.77,36.19,142.43,20.39,0.1344,-0.0493,0.9897
2549,86.73245437616387,True,241.6,381.74,0.9391,-0.3437,-20.11,81.61,142.43,3790.0,81.61,35.98,142.43,20.79,0.137,-0.0502,0.9893
2550,86.76648044692737,True,241.93,381.58,0.9384,-0.3455,-20.21,82.11,142.33,3777.0,82.11,35.22,142.33,19.53,0.1288,-0.0474,0.9905
2551,86.80050651769088,True,242.19,381.24,0.9376,-0.3478,-20.35,81.78,142.09,3794.0,81.78,35.44,142.09,20.32,0.1341,-0.0498,0.9897
2552,86.83453258845438,True,241.85,381.08,0.9377,-0.3474,-20.33,81.56,142.33,3818.0,81.56,36.11,142.33,20.89,0.1376,-0.051,0.9892
2553,86.86855865921788,True,241.84,380.86,0.9369,-0.3496,-20.46,81.99,142.44,3834.0,81.99,36.37,142.44,19.86,0.1306,-0.0487,0.9902
2554,86.90258472998138,True,241.3,380.52,0.9367,-0.3502,-20.5,81.67,142.55,3815.0,81.67,35.36,142.55,20.64,0.1356,-0.0507,0.9895
2555,86.93661080074489,True,240.84,380.05,0.9366,-0.3505,-20.52,81.45,142.44,3833.0,81.45,36.73,142.44,21.18,0.1393,-0.0521,0.9889
2556,86.97063687150838,True,240.79,379.89,0.9364,-0.3509,-20.54,81.92,143.14,3858.0,81.92,36.4,143.14,20.12,0.1316,-0.0493,0.9901
2557,87.00466294227188,True,240.26,379.77,0.9356,-0.353,-20.67,81.41,142.79,3873.0,81.41,35.79,142.79,21.34,0.1398,-0.0528,0.9888
2558,87.03868901303538,True,240.2,379.2,0.935,-0.3545,-20.76,81.77,142.57,3886.0,81.77,35.39,142.57,20.4,0.1338,-0.0507,0.9897
2559,87.07271508379888,True,240.16,378.99,0.9344,-0.3563,-20.87,81.57,142.58,3907.0,81.57,36.85,142.58,20.9,0.137,-0.0522,0.9892
2560,87.10674115456239,True,240.13,379.02,0.9342,-0.3567,-20.9,81.51,142.58,3921.0,81.51,36.88,142.58,21.05,0.1379,-0.0527,0.989
2561,87.14076722532589,True,240.52,378.98,0.9342,-0.3568,-20.91,81.16,142.8,3930.0,81.16,36.38,142.8,21.95,0.1436,-0.0548,0.9881
2562,87.17479329608939,True,240.99,379.08,0.9338,-0.3578,-20.97,81.23,142.8,3950.0,81.23,36.89,142.8,21.78,0.1424,-0.0546,0.9883
2563,87.2088193668529,True,241.61,379.1,0.9327,-0.3607,-21.14,80.92,142.8,3937.0,80.92,36.67,142.8,22.55,0.1473,-0.0569,0.9875
2564,87.2428454376164,True,242.15,379.09,0.9326,-0.3608,-21.15,80.9,142.8,3958.0,80.9,37.04,142.8,22.6,0.1476,-0.0571,0.9874
2565,87.27687150837988,True,242.36,379.16,0.9325,-0.3612,-21.17,81.02,142.59,3960.0,81.02,36.59,142.59,22.26,0.1456,-0.0564,0.9877
2566,87.31089757914339,True,242.33,379.39,0.9315,-0.3637,-21.33,81.13,142.6,3965.0,81.13,37.0,142.6,21.98,0.1436,-0.0561,0.988
2567,87.34492364990689,True,242.3,379.47,0.9314,-0.364,-21.35,81.28,142.6,3974.0,81.28,37.13,142.6,21.62,0.1412,-0.0552,0.9884
2568,87.37894972067039,True,242.28,379.27,0.9309,-0.3653,-21.42,80.77,142.8,3992.0,80.77,37.46,142.8,22.91,0.1493,-0.0586,0.9871
2569,87.4129757914339,True,242.04,379.13,0.9296,-0.3685,-21.62,81.05,142.43,3979.0,81.05,37.03,142.43,22.15,0.1446,-0.0573,0.9878
2570,87.4470018621974,True,241.8,379.02,0.9295,-0.3689,-21.65,79.24,142.8,4011.0,79.24,36.66,142.8,26.65,0.1735,-0.0688,0.9824
2571,87.4810279329609,True,241.55,378.88,0.9288,-0.3705,-21.74,81.07,142.61,3991.0,81.07,36.95,142.61,22.14,0.1442,-0.0575,0.9879
2572,87.5150540037244,True,241.04,378.7,0.9286,-0.3711,-21.78,80.5,142.61,4022.0,80.5,38.1,142.61,23.53,0.1532,-0.0612,0.9863
2573,87.5490800744879,True,240.56,378.38,0.9277,-0.3734,-21.93,81.3,142.81,4043.0,81.3,37.9,142.81,21.6,0.1403,-0.0565,0.9885
2574,87.58310614525139,True,240.21,378.15,0.9271,-0.3747,-22.01,80.72,142.79,4008.0,80.72,37.21,142.79,23.02,0.1494,-0.0604,0.9869
2575,87.6171322160149,True,239.73,378.1,0.9264,-0.3766,-22.12,80.89,142.62,4009.0,80.89,37.51,142.62,22.59,0.1467,-0.0597,0.9874
2576,87.6511582867784,True,239.09,377.86,0.9269,-0.3753,-22.04,80.33,142.62,4000.0,80.33,37.33,142.62,23.96,0.1557,-0.0631,0.9858
2577,87.6851843575419,True,238.51,377.62,0.9259,-0.3778,-22.2,81.07,142.79,4007.0,81.07,38.31,142.79,22.17,0.1437,-0.0586,0.9879
2578,87.7192104283054,True,237.93,377.67,0.9251,-0.3798,-22.32,81.14,142.62,4006.0,81.14,36.87,142.62,21.97,0.1425,-0.0585,0.9881
2579,87.7532364990689,True,237.31,377.59,0.9244,-0.3814,-22.42,80.75,143.0,4006.0,80.75,38.09,143.0,22.99,0.1486,-0.0613,0.987
2580,87.78726256983241,True,236.92,377.34,0.924,-0.3825,-22.49,80.51,142.84,4001.0,80.51,37.33,142.84,23.55,0.1524,-0.0631,0.9863
2581,87.82128864059591,True,236.66,377.04,0.9225,-0.3859,-22.7,80.68,142.61,4025.0,80.68,37.36,142.61,23.11,0.1495,-0.0625,0.9868
2582,87.85531471135941,True,236.25,376.9,0.9225,-0.386,-22.71,78.69,142.76,4042.0,78.69,36.77,142.76,28.0,0.1809,-0.0757,0.9806
2583,87.8893407821229,True,235.74,376.9,0.9218,-0.3876,-22.8,80.35,142.61,4033.0,80.35,37.16,142.61,23.9,0.1545,-0.0649,0.9859
2584,87.9233668528864,True,235.16,376.94,0.9206,-0.3905,-22.98,80.43,142.86,4050.0,80.43,36.78,142.86,23.75,0.153,-0.0649,0.9861
2585,87.9573929236499,True,234.69,376.25,0.9201,-0.3916,-23.06,80.66,142.6,4061.0,80.66,37.77,142.6,23.14,0.1493,-0.0635,0.9867
2586,87.99141899441341,True,234.61,375.83,0.9193,-0.3936,-23.18,80.74,142.6,4063.0,80.74,36.93,142.6,22.94,0.1479,-0.0633,0.987
2587,88.02544506517691,True,233.9,375.82,0.9183,-0.396,-23.33,78.01,142.74,4053.0,78.01,37.15,142.74,29.65,0.1907,-0.0823,0.9782
2588,88.05947113594041,True,233.42,375.9,0.9186,-0.3952,-23.28,80.55,142.99,4054.0,80.55,36.92,142.99,23.49,0.1509,-0.0649,0.9864
2589,88.09349720670392,True,233.14,375.94,0.918,-0.3966,-23.37,78.24,142.86,4064.0,78.24,36.77,142.86,29.11,0.187,-0.0808,0.979
2590,88.12752327746742,True,232.86,375.9,0.9171,-0.3986,-23.49,77.4,142.74,4052.0,77.4,37.27,142.74,31.14,0.2001,-0.087,0.9759
2591,88.16154934823092,True,233.16,375.92,0.9171,-0.3987,-23.49,80.54,142.74,4069.0,80.54,37.54,142.74,23.45,0.1507,-0.0655,0.9864
2592,88.19557541899441,True,233.39,376.33,0.9162,-0.4008,-23.63,78.02,142.75,4064.0,78.02,37.68,142.75,29.64,0.1902,-0.0832,0.9782
2593,88.22960148975791,True,233.57,377.05,0.9152,-0.403,-23.77,77.65,142.35,4052.0,77.65,37.31,142.35,30.46,0.1958,-0.0862,0.9768
2594,88.26362756052141,True,234.17,377.47,0.9152,-0.4029,-23.76,77.23,142.46,4026.0,77.23,37.76,142.46,31.5,0.2024,-0.0891,0.9752
2595,88.29765363128492,True,234.53,377.78,0.9142,-0.4052,-23.9,77.43,142.05,4011.0,77.43,36.77,142.05,30.9,0.1989,-0.0881,0.976
2596,88.33167970204842,True,234.85,378.35,0.913,-0.4079,-24.08,78.13,141.94,4002.0,78.13,38.08,141.94,29.2,0.1878,-0.0839,0.9786
2597,88.36570577281192,True,235.21,378.79,0.9129,-0.4082,-24.09,80.08,142.35,3971.0,80.08,37.35,142.35,24.51,0.1572,-0.0703,0.9851
2598,88.39973184357542,True,235.77,378.72,0.9122,-0.4096,-24.18,80.01,142.26,3956.0,80.01,36.87,142.26,24.67,0.1582,-0.071,0.9849
2599,88.43375791433893,True,236.02,378.77,0.912,-0.4102,-24.22,80.3,141.94,3936.0,80.3,37.17,141.94,23.92,0.1537,-0.0691,0.9857
2600,88.46778398510243,True,236.01,378.97,0.912,-0.4103,-24.22,80.78,141.94,3917.0,80.78,37.53,141.94,22.73,0.1461,-0.0657,0.9871
2601,88.50181005586593,True,235.85,379.01,0.9117,-0.4108,-24.26,77.47,141.94,3891.0,77.47,37.46,141.94,30.78,0.1977,-0.0891,0.9762
2602,88.53583612662942,True,235.36,379.06,0.9117,-0.4108,-24.25,80.86,142.03,3888.0,80.86,37.16,142.03,22.56,0.1448,-0.0652,0.9873
2603,88.56986219739292,True,234.67,378.94,0.9111,-0.4123,-24.35,77.81,141.94,3842.0,77.81,37.18,141.94,29.97,0.1924,-0.087,0.9775
2604,88.60388826815642,True,233.73,378.51,0.9103,-0.4139,-24.45,78.62,142.27,3819.0,78.62,36.45,142.27,28.07,0.1796,-0.0816,0.9803
2605,88.63791433891993,True,232.75,378.04,0.9102,-0.4142,-24.47,77.88,141.85,3826.0,77.88,37.43,141.85,29.77,0.191,-0.0869,0.9777
2606,88.67194040968343,True,232.17,377.42,0.9094,-0.4159,-24.58,78.94,142.27,3805.0,78.94,35.83,142.27,27.28,0.1744,-0.0798,0.9814
