frame,timestamp_sec,detected,line_point_x,line_point_y,line_dir_x,line_dir_y,line_angle_deg_major,line_angle_deg_minor,longest_width_px,contour_area_px,final_combined_angle_deg,minor_len_px,top_ellipse_major_len_px,top_ellipse_minor_len_px,axis_x,axis_y,axis_z
1465,49.848193668528864,True,259.79,403.49,0.9968,-0.0797,-4.57,86.72,136.84,2728.0,86.72,27.5,136.84,7.83,0.057,-0.0046,0.9984
1466,49.88221973929237,True,261.51,403.6,0.9969,-0.079,-4.53,86.73,135.84,2724.0,86.73,27.66,135.84,7.76,0.0569,-0.0045,0.9984
1467,49.91624581005587,True,262.55,403.68,0.9974,-0.0718,-4.12,86.56,135.73,2731.0,86.56,27.66,135.73,8.13,0.0598,-0.0043,0.9982
1468,49.950271880819365,True,264.32,403.67,0.9974,-0.0714,-4.1,86.6,135.73,2756.0,86.6,27.74,135.73,8.05,0.0591,-0.0042,0.9982
1469,49.98429795158287,True,264.67,403.58,0.9975,-0.0707,-4.06,86.69,136.72,2781.0,86.69,27.61,136.72,7.9,0.0576,-0.0041,0.9983
1470,50.01832402234637,True,264.54,403.46,0.9976,-0.0687,-3.94,86.08,136.71,2811.0,86.08,29.2,136.71,9.35,0.0682,-0.0047,0.9977
1471,50.05235009310987,True,264.07,403.3,0.9979,-0.0643,-3.69,86.18,137.62,2836.0,86.18,28.94,137.62,9.18,0.0665,-0.0043,0.9978
1472,50.086376163873375,True,262.5,402.96,0.9981,-0.0619,-3.55,86.15,137.6,2871.0,86.15,28.3,137.6,9.25,0.0671,-0.0042,0.9977
1473,50.12040223463687,True,260.89,402.72,0.9982,-0.0603,-3.46,87.03,136.6,2898.0,87.03,27.85,136.6,7.07,0.0517,-0.0031,0.9987
1474,50.15442830540037,True,259.16,402.66,0.9983,-0.0577,-3.31,85.85,136.52,2886.0,85.85,29.63,136.52,9.87,0.0722,-0.0042,0.9974
1475,50.188454376163875,True,257.64,402.54,0.9984,-0.0561,-3.22,85.6,137.51,2858.0,85.6,29.45,137.51,10.54,0.0765,-0.0043,0.9971
1476,50.22248044692738,True,255.95,402.62,0.9987,-0.0509,-2.92,86.48,136.49,2824.0,86.48,29.5,136.49,8.37,0.0613,-0.0031,0.9981
1477,50.25650651769087,True,255.27,402.82,0.9987,-0.0506,-2.9,86.84,136.48,2821.0,86.84,27.93,136.48,7.52,0.0551,-0.0028,0.9985
1478,50.290532588454376,True,255.03,402.85,0.9988,-0.049,-2.81,85.93,136.38,2791.0,85.93,27.96,136.38,9.68,0.0709,-0.0035,0.9975
1479,50.32455865921788,True,254.72,403.11,0.9991,-0.0433,-2.48,86.58,136.35,2755.0,86.58,28.43,136.35,8.13,0.0596,-0.0026,0.9982
1480,50.35858472998138,True,254.98,403.19,0.9991,-0.0429,-2.46,86.83,136.35,2761.0,86.83,28.6,136.35,7.54,0.0552,-0.0024,0.9985
1481,50.39261080074488,True,257.39,403.64,0.999,-0.0448,-2.57,87.1,134.4,2716.0,87.1,27.56,134.4,6.8,0.0506,-0.0023,0.9987
1482,50.42663687150838,True,258.85,403.88,0.9992,-0.0395,-2.26,86.69,136.33,2708.0,86.69,27.96,136.33,7.87,0.0577,-0.0023,0.9983
1483,50.46066294227188,True,261.1,404.06,0.9992,-0.0403,-2.31,87.15,136.33,2703.0,87.15,28.34,136.33,6.78,0.0497,-0.002,0.9988
1484,50.494689013035384,True,262.92,404.28,0.9992,-0.0404,-2.31,87.45,135.33,2676.0,87.45,26.86,135.33,6.01,0.0444,-0.0018,0.999
1485,50.528715083798886,True,264.17,404.36,0.9993,-0.0367,-2.1,87.65,133.31,2682.0,87.65,26.93,133.31,5.46,0.0409,-0.0015,0.9992
1486,50.56274115456238,True,265.56,404.35,0.9994,-0.0346,-1.98,86.75,134.27,2669.0,86.75,26.94,134.27,7.62,0.0567,-0.002,0.9984
1487,50.596767225325884,True,266.98,404.24,0.9993,-0.0364,-2.09,87.49,135.27,2684.0,87.49,26.74,135.27,5.93,0.0438,-0.0016,0.999
1488,50.63079329608939,True,267.28,404.03,0.9995,-0.0331,-1.9,87.49,135.26,2709.0,87.49,28.26,135.26,5.93,0.0438,-0.0015,0.999
1489,50.66481936685289,True,267.37,403.73,0.9996,-0.0297,-1.7,87.02,136.24,2738.0,87.02,27.64,136.24,7.09,0.052,-0.0015,0.9986
1490,50.69884543761639,True,267.44,403.5,0.9996,-0.0287,-1.65,87.09,137.2,2728.0,87.09,27.18,137.2,6.96,0.0507,-0.0015,0.9987
1491,50.73287150837989,True,266.44,403.32,0.9998,-0.0217,-1.24,87.09,137.16,2737.0,87.09,26.77,137.16,6.96,0.0507,-0.0011,0.9987
1492,50.76689757914339,True,265.89,403.08,0.9998,-0.0219,-1.25,86.92,138.16,2765.0,86.92,28.28,138.16,7.43,0.0538,-0.0012,0.9986
1493,50.80092364990689,True,264.81,403.03,0.9998,-0.0196,-1.12,87.21,138.13,2721.0,87.21,28.16,138.13,6.74,0.0487,-0.001,0.9988
1494,50.834949720670394,True,264.49,403.03,0.9998,-0.019,-1.09,87.16,137.13,2697.0,87.16,28.18,137.13,6.8,0.0496,-0.0009,0.9988
1495,50.8689757914339,True,262.55,403.02,0.9999,-0.0155,-0.89,87.35,136.11,2665.0,87.35,26.15,136.11,6.3,0.0463,-0.0007,0.9989
1496,50.90300186219739,True,261.98,403.21,0.9999,-0.0154,-0.88,86.6,136.09,2676.0,86.6,28.52,136.09,8.08,0.0594,-0.0009,0.9982
1497,50.937027932960895,True,261.58,403.54,0.9999,-0.0104,-0.6,87.5,137.07,2632.0,87.5,27.12,137.07,5.97,0.0436,-0.0005,0.9991
1498,50.9710540037244,True,260.74,403.95,1.0,-0.009,-0.52,87.7,132.06,2555.0,87.7,27.92,132.06,5.3,0.0401,-0.0004,0.9992
1499,51.0050800744879,True,261.23,404.35,1.0,-0.0044,-0.25,87.75,133.03,2513.0,87.75,26.72,133.03,5.22,0.0393,-0.0002,0.9992
1500,51.039106145251395,True,263.42,404.55,0.9999,-0.0164,-0.94,87.69,136.1,2542.0,87.69,25.24,136.1,5.47,0.0402,-0.0007,0.9992
1501,51.0731322160149,True,262.45,404.84,1.0,-0.009,-0.51,88.05,132.06,2519.0,88.05,25.73,132.06,4.49,0.034,-0.0003,0.9994
1502,51.1071582867784,True,262.42,405.28,1.0,0.002,0.12,87.56,130.01,2437.0,87.56,26.58,130.01,5.55,0.0427,0.0001,0.9991
1503,51.1411843575419,True,263.56,405.46,1.0,0.0001,0.01,88.16,130.0,2436.0,88.16,24.92,130.0,4.17,0.0321,0.0,0.9995
1504,51.175210428305405,True,265.76,405.39,1.0,-0.0027,-0.15,87.9,131.02,2463.0,87.9,26.78,131.02,4.81,0.0367,-0.0001,0.9993
1505,51.2092364990689,True,266.82,405.37,1.0,-0.0035,-0.2,87.94,131.02,2453.0,87.94,26.76,131.02,4.7,0.0359,-0.0001,0.9994
1506,51.2432625698324,True,266.43,405.34,1.0,0.0024,0.14,87.54,130.01,2457.0,87.54,26.71,130.01,5.57,0.0429,0.0001,0.9991
1507,51.277288640595906,True,266.21,405.23,1.0,0.0066,0.38,87.31,129.02,2422.0,87.31,26.53,129.02,6.05,0.0469,0.0003,0.9989
1508,51.31131471135941,True,268.35,405.3,1.0,-0.0011,-0.06,87.53,120.01,2301.0,87.53,26.62,120.01,5.18,0.0432,-0.0,0.9991
1509,51.3453407821229,True,268.37,405.08,1.0,-0.0071,-0.41,88.17,119.04,2316.0,88.17,26.21,119.04,3.81,0.032,-0.0002,0.9995
1510,51.379366852886406,True,266.79,404.31,1.0,-0.001,-0.06,87.8,133.01,2492.0,87.8,26.62,133.01,5.1,0.0384,-0.0,0.9993
1511,51.41339292364991,True,267.78,404.32,1.0,-0.0057,-0.33,87.57,127.03,2411.0,87.57,26.68,127.03,5.39,0.0424,-0.0002,0.9991
1512,51.44741899441341,True,267.43,404.4,1.0,-0.0072,-0.41,87.68,123.04,2358.0,87.68,26.86,123.04,4.99,0.0406,-0.0003,0.9992
1513,51.48144506517691,True,263.48,404.07,0.9999,0.0127,0.73,88.28,129.05,2403.0,88.28,26.3,129.05,3.87,0.03,0.0004,0.9996
1514,51.51547113594041,True,266.82,404.36,1.0,-0.0099,-0.57,87.62,124.05,2368.0,87.62,26.81,124.05,5.14,0.0414,-0.0004,0.9991
1515,51.54949720670391,True,266.98,404.27,0.9999,-0.0135,-0.78,87.72,129.07,2431.0,87.72,26.68,129.07,5.14,0.0398,-0.0005,0.9992
1516,51.583523277467414,True,265.27,404.66,1.0,-0.0074,-0.42,88.83,135.04,2408.0,88.83,25.38,135.04,2.75,0.0204,-0.0002,0.9998
1517,51.61754934823092,True,262.28,404.95,0.9999,0.0117,0.67,88.25,125.05,2305.0,88.25,26.04,125.05,3.82,0.0305,0.0004,0.9995
1518,51.65157541899441,True,261.45,404.93,0.9999,0.0128,0.73,88.26,127.05,2332.0,88.26,25.99,127.05,3.86,0.0303,0.0004,0.9995
1519,51.685601489757914,True,261.46,404.8,1.0,0.0077,0.44,88.19,130.03,2376.0,88.19,25.68,130.03,4.11,0.0316,0.0002,0.9995
1520,51.71962756052142,True,260.75,404.77,1.0,0.0099,0.56,87.88,130.04,2393.0,87.88,27.65,130.04,4.82,0.037,0.0004,0.9993
1521,51.75365363128492,True,261.14,404.72,1.0,0.0043,0.25,88.2,131.02,2451.0,88.2,25.48,131.02,4.12,0.0314,0.0001,0.9995
1522,51.78767970204842,True,263.14,404.41,1.0,-0.0094,-0.54,88.33,137.05,2557.0,88.33,24.91,137.05,3.99,0.0291,-0.0003,0.9996
1523,51.82170577281192,True,262.92,404.28,1.0,-0.0081,-0.46,87.87,137.04,2563.0,87.87,26.6,137.04,5.09,0.0372,-0.0003,0.9993
1524,51.85573184357542,True,262.79,404.25,1.0,-0.0076,-0.44,87.84,137.04,2560.0,87.84,26.54,137.04,5.17,0.0378,-0.0003,0.9993
1525,51.88975791433892,True,263.81,403.49,0.9999,-0.0109,-0.62,87.48,137.07,2624.0,87.48,27.03,137.07,6.03,0.044,-0.0005,0.999
1526,51.923783985102425,True,264.25,403.29,0.9999,-0.0105,-0.6,87.48,138.07,2652.0,87.48,26.66,138.07,6.07,0.0439,-0.0005,0.999
1527,51.95781005586592,True,265.13,402.99,0.9999,-0.0143,-0.82,86.51,137.09,2676.0,86.51,28.06,137.09,8.34,0.0609,-0.0009,0.9981
1528,51.99183612662942,True,265.9,402.87,0.9999,-0.0141,-0.81,86.83,137.09,2688.0,86.83,27.85,137.09,7.58,0.0553,-0.0008,0.9985
1529,52.025862197392925,True,266.32,402.89,0.9999,-0.0149,-0.85,87.14,138.09,2717.0,87.14,27.88,138.09,6.88,0.0498,-0.0007,0.9988
1530,52.05988826815643,True,266.84,402.83,0.9999,-0.0155,-0.89,87.23,137.11,2707.0,87.23,27.75,137.11,6.61,0.0482,-0.0007,0.9988
1531,52.09391433891993,True,266.89,402.89,0.9999,-0.015,-0.86,87.22,137.1,2724.0,87.22,27.86,137.1,6.65,0.0485,-0.0007,0.9988
1532,52.127940409683426,True,266.77,402.93,0.9999,-0.0159,-0.91,87.21,137.11,2731.0,87.21,27.95,137.11,6.66,0.0486,-0.0008,0.9988
1533,52.16196648044693,True,266.14,402.91,0.9999,-0.0166,-0.95,87.25,138.13,2753.0,87.25,27.92,138.13,6.64,0.048,-0.0008,0.9988
1534,52.19599255121043,True,265.12,402.94,0.9999,-0.0172,-0.98,87.2,138.13,2754.0,87.2,27.99,138.13,6.76,0.0489,-0.0008,0.9988
1535,52.23001862197393,True,263.87,402.68,0.9998,-0.0206,-1.18,86.06,137.16,2807.0,86.06,27.5,137.16,9.41,0.0686,-0.0014,0.9976
1536,52.26404469273743,True,262.12,402.55,0.9998,-0.0205,-1.17,86.39,138.16,2818.0,86.39,27.26,138.16,8.69,0.0629,-0.0013,0.998
1537,52.29807076350093,True,260.42,402.27,0.9998,-0.0195,-1.12,86.77,137.15,2818.0,86.77,28.67,137.15,7.72,0.0563,-0.0011,0.9984
1538,52.33209683426443,True,259.98,402.0,0.9997,-0.0241,-1.38,85.72,137.18,2850.0,85.72,28.13,137.18,10.25,0.0747,-0.0018,0.9972
1539,52.366122905027936,True,258.74,401.77,0.9997,-0.0256,-1.47,86.17,137.21,2861.0,86.17,27.72,137.21,9.17,0.0668,-0.0017,0.9978
1540,52.40014897579144,True,257.86,401.2,0.9996,-0.0294,-1.68,85.46,137.23,2925.0,85.46,28.61,137.23,10.86,0.0791,-0.0023,0.9969
1541,52.434175046554934,True,257.62,401.06,0.9996,-0.0293,-1.68,86.41,137.23,2945.0,86.41,28.32,137.23,8.6,0.0627,-0.0018,0.998
1542,52.468201117318436,True,258.47,400.84,0.9994,-0.0334,-1.92,85.7,138.26,3018.0,85.7,29.89,138.26,10.37,0.0749,-0.0025,0.9972
1543,52.50222718808194,True,259.74,400.77,0.9993,-0.037,-2.12,85.02,137.35,3033.0,85.02,29.79,137.35,11.91,0.0867,-0.0032,0.9962
1544,52.53625325884544,True,260.74,400.83,0.9993,-0.0379,-2.17,85.08,137.36,3059.0,85.08,29.93,137.36,11.77,0.0856,-0.0033,0.9963
1545,52.57027932960894,True,262.08,400.78,0.9992,-0.0392,-2.25,85.1,138.36,3072.0,85.1,29.87,138.36,11.81,0.0853,-0.0033,0.9963
1546,52.60430540037244,True,262.84,400.79,0.9992,-0.0391,-2.24,85.03,138.32,3077.0,85.03,29.85,138.32,11.98,0.0866,-0.0034,0.9962
1547,52.63833147113594,True,264.96,400.73,0.999,-0.0442,-2.53,84.88,138.44,3114.0,84.88,29.79,138.44,12.35,0.0891,-0.0039,0.996
1548,52.672357541899444,True,266.02,400.66,0.9989,-0.0476,-2.73,84.76,138.46,3123.0,84.76,29.66,138.46,12.66,0.0913,-0.0043,0.9958
1549,52.70638361266295,True,266.59,400.64,0.9987,-0.0507,-2.9,84.88,137.53,3143.0,84.88,31.6,137.53,12.28,0.0891,-0.0045,0.996
1550,52.74040968342644,True,266.2,400.57,0.9986,-0.0521,-2.99,85.14,138.54,3132.0,85.14,29.54,138.54,11.73,0.0846,-0.0044,0.9964
1551,52.774435754189945,True,265.58,400.45,0.9986,-0.0528,-3.02,84.75,137.55,3123.0,84.75,31.24,137.55,12.59,0.0914,-0.0048,0.9958
1552,52.80846182495345,True,264.56,400.27,0.9984,-0.056,-3.21,84.6,137.57,3130.0,84.6,30.89,137.57,12.94,0.0939,-0.0053,0.9956
1553,52.84248789571695,True,263.05,400.08,0.9983,-0.0584,-3.35,84.55,138.58,3141.0,84.55,30.59,138.58,13.16,0.0948,-0.0055,0.9955
1554,52.876513966480445,True,262.36,400.09,0.9981,-0.0609,-3.49,84.63,138.66,3143.0,84.63,30.54,138.66,12.97,0.0933,-0.0057,0.9956
1555,52.91054003724395,True,260.47,399.77,0.9982,-0.0601,-3.45,85.26,137.65,3126.0,85.26,30.02,137.65,11.39,0.0826,-0.005,0.9966
1556,52.94456610800745,True,258.06,399.74,0.9979,-0.0648,-3.72,84.58,138.68,3175.0,84.58,29.95,138.68,13.09,0.0942,-0.0061,0.9955
1557,52.97859217877095,True,256.68,399.39,0.9976,-0.0691,-3.96,84.43,137.78,3182.0,84.43,31.21,137.78,13.37,0.0968,-0.0067,0.9953
1558,53.012618249534455,True,255.56,399.29,0.9976,-0.0696,-3.99,85.38,137.78,3199.0,85.38,31.01,137.78,11.1,0.0804,-0.0056,0.9967
1559,53.04664432029795,True,255.11,399.06,0.9972,-0.0744,-4.27,84.22,138.81,3234.0,84.22,30.65,138.81,13.97,0.1004,-0.0075,0.9949
1560,53.08067039106145,True,255.08,398.87,0.9971,-0.0764,-4.38,83.84,138.74,3241.0,83.84,32.27,138.74,14.9,0.1071,-0.0082,0.9942
1561,53.114696461824956,True,255.6,398.98,0.9968,-0.0799,-4.58,83.87,138.0,3247.0,83.87,32.44,138.0,14.75,0.1065,-0.0085,0.9943
1562,53.14872253258846,True,255.71,399.08,0.9967,-0.0817,-4.69,84.15,138.01,3259.0,84.15,32.67,138.01,14.07,0.1016,-0.0083,0.9948
1563,53.18274860335195,True,257.23,399.2,0.9962,-0.0867,-4.97,85.09,138.04,3249.0,85.09,30.85,138.04,11.81,0.0852,-0.0074,0.9963
1564,53.216774674115456,True,258.46,399.38,0.9959,-0.0903,-5.18,85.07,138.25,3258.0,85.07,31.27,138.25,11.88,0.0856,-0.0078,0.9963
1565,53.25080074487896,True,259.35,399.36,0.9958,-0.092,-5.28,84.97,138.26,3247.0,84.97,31.39,138.26,12.11,0.0872,-0.0081,0.9962
1566,53.28482681564246,True,259.53,399.41,0.9957,-0.093,-5.34,85.12,138.27,3222.0,85.12,31.35,138.27,11.77,0.0848,-0.0079,0.9964
1567,53.31885288640596,True,260.52,399.26,0.9952,-0.0976,-5.6,84.07,138.3,3235.0,84.07,31.07,138.3,14.3,0.1029,-0.0101,0.9946
1568,53.35287895716946,True,260.61,399.16,0.995,-0.0996,-5.72,84.28,138.31,3229.0,84.28,30.88,138.31,13.78,0.0991,-0.0099,0.995
1569,53.38690502793296,True,260.4,398.93,0.9948,-0.102,-5.86,85.18,138.43,3190.0,85.18,30.41,138.43,11.62,0.0835,-0.0086,0.9965
1570,53.420931098696464,True,259.91,398.65,0.9947,-0.1026,-5.89,84.55,139.22,3160.0,84.55,29.94,139.22,13.22,0.0944,-0.0097,0.9955
1571,53.454957169459966,True,258.76,398.49,0.9945,-0.1051,-6.03,84.44,138.34,3163.0,84.44,31.61,138.34,13.39,0.0963,-0.0102,0.9953
1572,53.48898324022346,True,257.3,398.49,0.9942,-0.1074,-6.17,85.31,139.24,3153.0,85.31,29.74,139.24,11.37,0.0812,-0.0088,0.9967
1573,53.523009310986964,True,255.61,398.36,0.994,-0.1095,-6.28,85.01,138.48,3153.0,85.01,31.33,138.48,12.05,0.0865,-0.0095,0.9962
1574,53.55703538175047,True,253.78,398.22,0.994,-0.1098,-6.3,84.69,139.25,3143.0,84.69,31.09,139.25,12.89,0.092,-0.0102,0.9957
1575,53.59106145251397,True,252.21,398.13,0.9937,-0.1123,-6.45,84.87,138.49,3123.0,84.87,31.01,138.49,12.38,0.0888,-0.01,0.996
1576,53.62508752327747,True,250.89,398.1,0.9935,-0.1142,-6.56,84.18,138.39,3152.0,84.18,30.88,138.39,14.04,0.1008,-0.0116,0.9948
1577,53.65911359404097,True,250.16,398.17,0.9932,-0.1162,-6.67,84.36,139.16,3142.0,84.36,31.1,139.16,13.68,0.0977,-0.0114,0.9952
1578,53.69313966480447,True,249.66,398.14,0.993,-0.118,-6.78,84.25,138.64,3118.0,84.25,30.94,138.64,13.89,0.0995,-0.0118,0.995
1579,53.72716573556797,True,249.43,398.31,0.9927,-0.121,-6.95,84.78,138.66,3124.0,84.78,29.47,138.66,12.61,0.0903,-0.011,0.9959
1580,53.761191806331475,True,249.45,398.7,0.9925,-0.1223,-7.03,84.7,138.66,3113.0,84.7,30.26,138.66,12.8,0.0916,-0.0113,0.9957
1581,53.79521787709497,True,249.81,398.87,0.9921,-0.1254,-7.21,84.63,137.81,3106.0,84.63,30.46,137.81,12.91,0.0929,-0.0117,0.9956
1582,53.82924394785847,True,250.56,399.15,0.9919,-0.1273,-7.31,84.19,138.56,3103.0,84.19,30.95,138.56,14.03,0.1004,-0.0129,0.9949
1583,53.863270018621975,True,251.3,399.15,0.9915,-0.13,-7.47,84.16,138.57,3097.0,84.16,30.91,138.57,14.1,0.1009,-0.0132,0.9948
1584,53.89729608938548,True,252.33,399.16,0.9908,-0.1353,-7.78,84.65,137.86,3066.0,84.65,29.23,137.86,12.86,0.0924,-0.0126,0.9956
1585,53.93132216014898,True,253.07,399.21,0.9905,-0.1374,-7.9,84.68,138.01,3056.0,84.68,29.27,138.01,12.79,0.0918,-0.0127,0.9957
1586,53.965348230912475,True,253.37,399.14,0.9903,-0.1392,-8.0,85.32,137.88,3031.0,85.32,29.23,137.88,11.24,0.0808,-0.0114,0.9967
1587,53.99937430167598,True,254.0,399.09,0.9897,-0.1433,-8.24,85.26,138.18,3004.0,85.26,29.04,138.18,11.42,0.0818,-0.0119,0.9966
1588,54.03340037243948,True,253.87,399.02,0.9895,-0.1444,-8.3,85.3,138.18,2989.0,85.3,28.87,138.18,11.31,0.081,-0.0118,0.9966
1589,54.06742644320298,True,254.23,398.85,0.9889,-0.1485,-8.54,86.45,138.2,2994.0,86.45,28.65,138.2,8.57,0.0613,-0.0092,0.9981
1590,54.101452513966485,True,254.3,398.61,0.9889,-0.1488,-8.55,86.38,138.21,2947.0,86.38,28.2,138.21,8.72,0.0624,-0.0094,0.998
1591,54.13547858472998,True,254.13,398.46,0.9889,-0.1487,-8.55,85.03,138.21,2947.0,85.03,29.82,138.21,11.97,0.0856,-0.0129,0.9962
1592,54.16950465549348,True,254.07,398.45,0.9887,-0.1502,-8.64,86.28,138.21,2912.0,86.28,27.83,138.21,8.96,0.0641,-0.0097,0.9979
1593,54.203530726256986,True,253.67,398.46,0.9885,-0.1512,-8.7,86.21,139.2,2908.0,86.21,28.02,139.2,9.2,0.0653,-0.01,0.9978
1594,54.23755679702049,True,253.29,398.59,0.9885,-0.1513,-8.7,86.46,138.22,2888.0,86.46,28.17,138.22,8.52,0.061,-0.0093,0.9981
1595,54.271582867783984,True,253.19,398.64,0.9881,-0.1536,-8.84,86.5,138.23,2865.0,86.5,28.54,138.23,8.43,0.0602,-0.0094,0.9981
1596,54.305608938547486,True,252.17,398.82,0.9881,-0.1538,-8.85,86.68,138.38,2858.0,86.68,28.59,138.38,8.01,0.0572,-0.0089,0.9983
1597,54.33963500931099,True,251.28,399.14,0.9879,-0.1553,-8.93,86.85,138.39,2846.0,86.85,27.29,138.39,7.61,0.0543,-0.0085,0.9985
1598,54.37366108007449,True,250.11,399.42,0.9876,-0.1569,-9.03,87.27,137.41,2824.0,87.27,27.81,137.41,6.53,0.047,-0.0075,0.9989
1599,54.407687150837994,True,249.35,399.48,0.9874,-0.1582,-9.1,87.23,138.4,2807.0,87.23,27.99,138.4,6.69,0.0477,-0.0077,0.9988
1600,54.44171322160149,True,248.75,399.53,0.9875,-0.1578,-9.08,87.37,138.24,2790.0,87.37,28.23,138.24,6.34,0.0453,-0.0072,0.9989
1601,54.47573929236499,True,248.27,399.78,0.9873,-0.1587,-9.13,87.55,137.42,2776.0,87.55,26.59,137.42,5.88,0.0423,-0.0068,0.9991
1602,54.509765363128494,True,248.11,399.75,0.9871,-0.1604,-9.23,87.71,137.42,2759.0,87.71,28.46,137.42,5.49,0.0394,-0.0064,0.9992
1603,54.543791433892,True,247.56,399.93,0.9872,-0.1596,-9.18,86.9,136.27,2702.0,86.9,26.99,136.27,7.38,0.0535,-0.0086,0.9985
1604,54.57781750465549,True,248.02,399.83,0.9866,-0.163,-9.38,87.68,137.43,2713.0,87.68,26.95,137.43,5.56,0.0399,-0.0066,0.9992
1605,54.611843575418995,True,247.96,399.87,0.9864,-0.1642,-9.45,87.81,137.44,2685.0,87.81,27.02,137.44,5.25,0.0377,-0.0063,0.9993
1606,54.6458696461825,True,248.07,399.96,0.9864,-0.1644,-9.46,88.0,137.44,2679.0,88.0,27.24,137.44,4.78,0.0343,-0.0057,0.9994
1607,54.679895716946,True,248.18,399.99,0.9864,-0.1644,-9.46,88.13,137.44,2672.0,88.13,27.0,137.44,4.49,0.0323,-0.0054,0.9995
1608,54.7139217877095,True,248.93,399.76,0.9861,-0.1659,-9.55,87.87,137.44,2653.0,87.87,26.8,137.44,5.11,0.0366,-0.0062,0.9993
1609,54.747947858473,True,249.14,399.76,0.9864,-0.1644,-9.46,87.95,137.44,2635.0,87.95,26.54,137.44,4.91,0.0352,-0.0059,0.9994
1610,54.7819739292365,True,249.81,399.68,0.9869,-0.1614,-9.29,88.22,135.29,2587.0,88.22,26.27,135.29,4.2,0.0306,-0.005,0.9995
1611,54.816,True,250.34,399.66,0.9868,-0.1617,-9.31,88.19,134.31,2584.0,88.19,28.04,134.31,4.24,0.0311,-0.0051,0.9995
1612,54.850026070763505,True,251.72,399.31,0.9862,-0.1657,-9.54,88.87,138.43,2594.0,88.87,25.84,138.43,2.73,0.0195,-0.0033,0.9998
1613,54.884052141527,True,251.03,399.69,0.9873,-0.1587,-9.13,88.69,133.31,2553.0,88.69,28.0,133.31,3.04,0.0225,-0.0036,0.9997
1614,54.9180782122905,True,252.01,399.86,0.9874,-0.1582,-9.1,89.11,135.28,2537.0,89.11,26.35,135.28,2.11,0.0154,-0.0025,0.9999
1615,54.952104283054005,True,252.8,399.9,0.9873,-0.1592,-9.16,89.14,135.28,2544.0,89.14,26.68,135.28,2.03,0.0148,-0.0024,0.9999
1616,54.98613035381751,True,252.72,400.33,0.9883,-0.1528,-8.79,86.59,132.14,2491.0,86.59,27.18,132.14,7.85,0.0587,-0.0091,0.9982
1617,55.02015642458101,True,253.41,401.21,0.9886,-0.1505,-8.66,86.61,131.14,2462.0,86.61,26.85,131.14,7.75,0.0584,-0.0089,0.9983
1618,55.054182495344506,True,252.46,401.83,0.99,-0.1409,-8.1,86.78,127.98,2435.0,86.78,27.8,127.98,7.19,0.0556,-0.0079,0.9984
1619,55.08820856610801,True,253.55,401.93,0.9893,-0.1456,-8.37,86.71,129.0,2422.0,86.71,26.34,129.0,7.41,0.0569,-0.0084,0.9983
1620,55.12223463687151,True,253.47,402.03,0.9889,-0.1487,-8.55,89.42,128.02,2428.0,89.42,26.51,128.02,1.29,0.01,-0.0015,0.9999
1621,55.15626070763501,True,253.63,402.02,0.9887,-0.1499,-8.62,89.28,129.01,2451.0,89.28,26.84,129.01,1.63,0.0125,-0.0019,0.9999
1622,55.19028677839851,True,252.97,401.93,0.9889,-0.1483,-8.53,89.18,130.0,2470.0,89.18,26.76,130.0,1.85,0.0141,-0.0021,0.9999
1623,55.22431284916201,True,251.67,402.01,0.9894,-0.1453,-8.36,89.09,130.97,2526.0,89.09,26.81,130.97,2.08,0.0157,-0.0023,0.9999
1624,55.258338919925514,True,248.73,402.11,0.9911,-0.1332,-7.66,86.28,128.8,2499.0,86.28,26.45,128.8,8.35,0.0642,-0.0086,0.9979
1625,55.292364990689016,True,248.92,401.57,0.99,-0.1408,-8.09,88.63,132.93,2558.0,88.63,27.69,132.93,3.17,0.0236,-0.0034,0.9997
1626,55.32639106145252,True,248.44,401.3,0.9897,-0.1431,-8.23,88.14,128.84,2531.0,88.14,27.6,128.84,4.17,0.032,-0.0046,0.9995
1627,55.360417132216014,True,246.63,400.98,0.9904,-0.1381,-7.94,86.09,130.8,2561.0,86.09,28.41,130.8,8.93,0.0676,-0.0094,0.9977
1628,55.39444320297952,True,246.99,400.62,0.9897,-0.1432,-8.23,88.4,134.92,2627.0,88.4,27.81,134.92,3.76,0.0276,-0.004,0.9996
1629,55.42846927374302,True,247.02,400.51,0.9902,-0.1398,-8.04,88.3,135.9,2629.0,88.3,27.6,135.9,4.02,0.0293,-0.0041,0.9996
1630,55.46249534450652,True,247.85,400.38,0.9901,-0.1403,-8.06,88.16,135.9,2620.0,88.16,27.57,135.9,4.36,0.0317,-0.0045,0.9995
1631,55.49652141527002,True,249.15,400.37,0.9905,-0.1377,-7.92,88.33,136.88,2650.0,88.33,27.63,136.88,4.0,0.0289,-0.004,0.9996
1632,55.53054748603352,True,250.05,400.35,0.9903,-0.1389,-7.98,88.22,136.89,2642.0,88.22,27.57,136.89,4.26,0.0308,-0.0043,0.9995
1633,55.56457355679702,True,251.94,400.82,0.9914,-0.1308,-7.51,86.43,133.74,2619.0,86.43,28.17,133.74,8.33,0.0617,-0.0081,0.9981
1634,55.598599627560525,True,254.74,401.12,0.991,-0.1338,-7.69,88.35,136.73,2664.0,88.35,27.01,136.73,3.94,0.0286,-0.0039,0.9996
